Tweets,Length,Date,Source,Favourites,RTs,Username
We cannot throw away all the effort and sacrifice of the British people and risk a second major outbreak. https://t.co/cf8gMiPaqt,129,2020-04-27 12:17:40,Twitter Media Studio,26331,4147,BorisJohnson
RT @10DowningStreet: WATCH LIVE: PM @BorisJohnson makes a statement outside 10 Downing Street https://t.co/rTLBCBzvDo,117,2020-04-27 08:10:58,Twitter Web App,0,2465,BorisJohnson
"It is hard to find the words to express my debt to the NHS for saving my life.

The efforts of millions of people across this country to stay home are worth it. Together we will overcome this challenge, as we have overcome so many challenges in the past. #StayHomeSaveLives https://t.co/HK7Ch8BMB5",297,2020-04-12 14:00:29,Twitter Media Studio,270889,62034,BorisJohnson
"I’d like to say thank you to all the brilliant NHS staff taking care of me and others in this difficult time. You are the best of Britain. 

Stay safe everyone, and please remember to stay at home to protect the NHS and save lives.",231,2020-04-06 12:21:28,Twitter Web App,64542,6361,BorisJohnson
"Last night, on the advice of my doctor, I went into hospital for some routine tests as I’m still experiencing coronavirus symptoms. I’m in good spirits and keeping in touch with my team, as we work together to fight this virus and keep everyone safe.",250,2020-04-06 12:20:58,Twitter Web App,186916,19267,BorisJohnson
"Thank you for doing your bit in the fight against #coronavirus. 

Stay home, protect the NHS and save lives. 
 
#StayHomeSaveLives https://t.co/5p2dsucMbK",154,2020-04-05 17:30:00,Twitter Media Studio,32209,3646,BorisJohnson
"RT @10DowningStreet: WATCH LIVE: #coronavirus press conference (5 April 2020)

Speakers:
🔵 @MattHancock, Health Secretary 
🔵 Dr Jenny Harri…",140,2020-04-05 15:00:02,Twitter Web App,0,584,BorisJohnson
"We can beat this together. 

#StayHomeSaveLives https://t.co/uXZzNUXhJ8",71,2020-04-05 10:20:00,Twitter Media Studio,15691,2391,BorisJohnson
"RT @10DowningStreet: You might catch more than the sun at the beach today.

Don't put lives at risk.

#StayHomeSaveLives https://t.co/gzj2l…",140,2020-04-05 09:31:40,Twitter Web App,0,817,BorisJohnson
"Thank you to everyone who is saving lives by staying at home this weekend. 

I know it's tough, but if we all work together and follow the guidance we will beat #coronavirus.

#StayHomeSaveLives",194,2020-04-05 08:38:52,Twitter Web App,75043,11775,BorisJohnson
"RT @10DowningStreet: WATCH LIVE: #coronavirus press conference (4 April 2020)

Speakers:
🔵 @michaelgove, Chancellor of the Duchy of Lancast…",140,2020-04-04 15:01:36,Twitter Web App,0,366,BorisJohnson
"RT @10DowningStreet: Don't put lives at risk this weekend.

#StayHomeSaveLives https://t.co/3SYo1MtEww",102,2020-04-04 13:31:52,Twitter Web App,0,827,BorisJohnson
I have just spoken to @Keir_Starmer &amp; congratulated him on becoming Labour leader. We agreed on the importance of all party leaders continuing to work constructively together through this national emergency. I have invited him and other opposition leaders to a briefing next week.,284,2020-04-04 11:16:34,Twitter Web App,30835,2474,BorisJohnson
"RT @10DowningStreet: Don’t be tempted to meet friends at the park this weekend. 

Do your bit to protect the NHS and save lives by staying…",139,2020-04-04 09:26:47,Twitter Web App,0,1184,BorisJohnson
I have written to all leaders of opposition parties to invite them to work together at this moment of national emergency. https://t.co/HgEsMo3DO2,145,2020-04-04 08:48:21,Twitter Web App,20593,3138,BorisJohnson
"This country has made a huge effort, a huge sacrifice, and done absolutely brilliantly well in delaying the spread of the virus. 

But in this fine weather, please don't be tempted to break the regulations. I urge everyone to stay at home, protect the NHS and save lives.",271,2020-04-04 08:09:40,Twitter Web App,54917,12989,BorisJohnson
"RT @10DowningStreet: If you go out this weekend, you might catch more than the sun. 

#Coronavirus #StayHomeSaveLives https://t.co/4IOkmhCN…",140,2020-04-04 07:32:06,Twitter Web App,0,1966,BorisJohnson
"RT @10DowningStreet: WATCH LIVE: #coronavirus press conference (3 April 2020)

Speakers: 
🔵 @MattHancock, Health Secretary 
🔵 Prof Jonathan…",140,2020-04-03 15:58:57,Twitter Web App,0,384,BorisJohnson
"We must now come together to protect our NHS and to save many, many thousands of lives. 

#StayHomeSaveLives https://t.co/SeVMKTVpJB",132,2020-04-03 13:52:15,Twitter Media Studio,5856,1466,BorisJohnson
"Another quick update from me on our campaign against #coronavirus.

You are saving lives by staying at home, so I urge you to stick with it this weekend, even if we do have some fine weather.

#StayHomeSaveLives https://t.co/4GHmJhxXQ0",235,2020-04-03 11:50:35,Twitter Media Studio,35609,7489,BorisJohnson
"Thank you to everyone involved in building the new NHS Nightingale Hospital over the past fortnight.

This immense effort means we will have an extra 4,000 beds to care for #coronavirus patients. https://t.co/wbLOSmtaAP",219,2020-04-03 10:51:44,Twitter Web App,20902,2984,BorisJohnson
Thank you to the NHS and all of our critical workers for all you are doing to fight #coronavirus. You really are an inspiration. #ClapForOurCarers #ThankYouThursday #ClapForKeyWorkers https://t.co/SRm2cAkAnQ,207,2020-04-02 19:29:54,Twitter Media Studio,40222,4597,BorisJohnson
"Stay at home, protect the NHS, save lives. 

#StayHomeSaveLives https://t.co/3w3D8UcuUT",87,2020-04-02 10:08:33,Twitter Web App,7322,1672,BorisJohnson
"Yesterday's data showed more people were using transport than in previous days. 

Please do not leave your house unless absolutely necessary. It really will save lives. 

#StayHomeSavesLives",190,2020-04-02 09:05:20,Twitter Web App,20132,5096,BorisJohnson
"Here's an update to bring you up to speed on some of the things that we are doing to protect our NHS.

We will beat coronavirus together by staying at home, protecting our NHS and saving lives. 

#StayHomeSaveLives https://t.co/FOYfvzlQPC",238,2020-04-01 19:34:43,Twitter Media Studio,26065,4933,BorisJohnson
"RT @10DowningStreet: WATCH LIVE: #coronavirus press conference (1 April 2020)

Speakers:
🔵 @AlokSharma_RDG, @BEISgovuk Secretary 
🔵 Dr Yvon…",140,2020-04-01 16:00:37,Twitter Web App,0,373,BorisJohnson
"I'm staying at home to protect our NHS and save lives.

If we all follow government advice, we can beat #coronavirus together.

#StayHomeSaveLives",146,2020-04-01 13:02:39,Twitter Web App,24548,2954,BorisJohnson
"Thank you Kaydyn for staying at home. Glad the food box arrived. 

We’re doing everything we can to protect people like you.

#StayHomeSaveLives https://t.co/AA74m4StMw",168,2020-03-31 17:46:13,Twitter Web App,7808,1007,BorisJohnson
RT @10DowningStreet: WATCH LIVE: Chancellor of the Duchy of Lancaster @MichaelGove hosts the #coronavirus press conference (31 March 2020)…,139,2020-03-31 16:05:52,Twitter Web App,0,396,BorisJohnson
"This morning I chaired the first ever digital Cabinet. 

Our message to the public is: stay at home, protect the NHS, save lives. #StayHomeSaveLives https://t.co/pgeRc3FHIp",172,2020-03-31 13:52:35,Twitter Web App,22455,3074,BorisJohnson
RT @10DowningStreet: WATCH LIVE: Foreign Secretary @DominicRaab hosts the #coronavirus press conference (30 March 2020) https://t.co/7qTIlz…,140,2020-03-30 16:17:29,Twitter Web App,0,569,BorisJohnson
"RT @GOVUK: ⚠️ Coronavirus: anyone can get it, anyone can spread it. ⚠️

🏡 Stay home.
🏥 Protect the NHS.
💙 Save lives.

#StayHomeSaveLives |…",140,2020-03-30 15:50:40,Twitter Web App,0,1427,BorisJohnson
"Thank you to the 20,000 former staff coming back to the NHS.

And thank you to the 750,000 people who have volunteered to help vulnerable people through this crisis.

We will get through it together.

#Coronavirus #StayHomeSaveLives",232,2020-03-30 15:03:26,Twitter Web App,17410,2017,BorisJohnson
"I’ve been working from home and continuing to lead the government’s response to coronavirus.

Stay at home, protect the NHS, and save lives. #StayHomeSaveLives https://t.co/tYqHYa0Sfy",183,2020-03-30 11:04:14,Twitter Media Studio,22072,2225,BorisJohnson
"Thanks to everyone who has been staying at home.

By delaying the spread of the disease we can reduce the pressure on our NHS, and that's how we hope to save many thousands of lives.

#StayHomeSaveLives https://t.co/kxdqItMYSE",226,2020-03-29 19:02:34,Twitter Media Studio,38706,5987,BorisJohnson
RT @10DowningStreet: WATCH LIVE: Secretary of State for @mhclg @RobertJenrick hosts the #coronavirus press conference (29 March 2020) https…,140,2020-03-29 14:59:24,Twitter Web App,0,468,BorisJohnson
"RT @10DowningStreet: PM @BorisJohnson is writing to every UK household to urge them to stay at home, protect the NHS and save lives. 

#Sta…",140,2020-03-28 22:32:26,Twitter Web App,0,5779,BorisJohnson
RT @10DowningStreet: WATCH LIVE: Secretary of State for BEIS @AlokSharma_RDG hosts the #coronavirus press conference (28 March 2020) https:…,140,2020-03-28 15:58:56,Twitter for iPhone,0,350,BorisJohnson
"Thank you to everybody who’s doing what I’m doing, working from home and stopping the virus spreading from household to household.

We’re going to beat it, and we’re going to beat it together. Stay at home, protect the NHS and save lives. #StayHomeSaveLives",257,2020-03-28 12:05:22,Twitter Web App,29028,3828,BorisJohnson
RT @10DowningStreet: WATCH LIVE: Chancellor of the Duchy of Lancaster @MichaelGove hosts the #coronavirus press conference (27 March 2020)…,139,2020-03-27 17:02:13,Twitter Web App,0,522,BorisJohnson
"Over the last 24 hours I have developed mild symptoms and tested positive for coronavirus.

I am now self-isolating, but I will continue to lead the government’s response via video-conference as we fight this virus.

Together we will beat this. #StayHomeSaveLives https://t.co/9Te6aFP0Ri",287,2020-03-27 11:15:28,Twitter for iPhone,382289,131118,BorisJohnson
"On behalf of the whole country, I want to thank all the incredible nurses, doctors, NHS support staff &amp; carers who are working flat out to fight coronavirus 👏 #ClapForOurCarers #ClapForNHS

To help them, and protect the NHS, we need everyone to stay at home #StayHomeSaveLives https://t.co/kpdQ5KHQiy",304,2020-03-26 20:19:32,Twitter Media Studio,145368,22414,BorisJohnson
RT @10DowningStreet: WATCH LIVE: Chancellor @RishiSunak hosts the #coronavirus press conference (26 March 2020) https://t.co/Im0ex7YCBk,135,2020-03-26 17:00:25,Twitter Web App,0,523,BorisJohnson
"Governments around the world must step up to help us defeat #coronavirus.

I’ve announced a further £210m of aid funding for vaccine research following today's G20 call, meaning the UK is going above and beyond in the search for a vaccine. 

➡️ https://t.co/lkk9nF2hKP https://t.co/xLahX2PYyB",292,2020-03-26 16:35:15,Twitter Web App,11568,1943,BorisJohnson
"I want to thank all of our brilliant public servants, not only in the NHS, but also in the Police, Armed Forces, local government, social care and elsewhere - you have shown extraordinary courage in facing this national emergency. Our country owes you a huge debt of gratitude. https://t.co/ExjgZ2HhYM",301,2020-03-26 07:57:01,Twitter Media Studio,24959,3268,BorisJohnson
"Thank you to the 405,000 incredible NHS volunteer responders who have signed up today.

If you want to sign up, follow this link: https://t.co/iD28UgOrZR https://t.co/Ii8NvVy1TK",177,2020-03-25 21:50:19,Twitter Media Studio,9491,1433,BorisJohnson
"We’re taking the right measures at the right time. It is vital to slow the spread of the disease, so stay at home, protect the NHS and save lives. #StayHomeSaveLives",165,2020-03-25 19:40:28,Twitter Web App,22546,3407,BorisJohnson
"RT @10DowningStreet: This evening, Prime Minister @BorisJohnson took part in the weekly Audience of Her Majesty The Queen by telephone from…",140,2020-03-25 19:31:28,Twitter Web App,0,1643,BorisJohnson
RT @10DowningStreet: WATCH LIVE: PM @BorisJohnson hosts the #coronavirus press conference (25 March 2020) https://t.co/QmnOSaFZv2,129,2020-03-25 17:00:50,Twitter Web App,0,678,BorisJohnson
"🏠 Stay at home
🏥 Protect the NHS
♥ Save lives

Millions of people are already following the rules, and helping to save lives. Please play your part by staying at home. 

#StayHomeSaveLives

https://t.co/kdHUGOW5he https://t.co/bGGxx8rK9z",237,2020-03-25 13:33:13,Twitter Media Studio,4467,1325,BorisJohnson
"Your NHS needs you. If you can help the NHS during the #coronavirus pandemic, visit ⬇️
https://t.co/y4rbSUuu4J",110,2020-03-25 11:38:05,Twitter Web App,3523,1427,BorisJohnson
"Fantastic to see so many people doing their bit in the fight against #coronavirus

If you want to volunteer to help the NHS, you can do so here: https://t.co/iD28UgOrZR https://t.co/F6QUMU3lcd",192,2020-03-25 09:53:39,Twitter Web App,4934,1105,BorisJohnson
"Thank you to the 11,788 former NHS staff who have answered the call to support the health service as it responds to #coronavirus.

Now people must stay at home to support you, so that you can be there to support us in our hour of need. #StayHomeSaveLives",254,2020-03-24 20:49:36,Twitter Web App,37500,5139,BorisJohnson
"Our athletes are committed to being the best in their field- day in, day out. To see their chance at Olympic glory postponed is hugely disappointing. But they recognise that this means more. We must now show our dedication by staying at home, protecting the NHS and saving lives. https://t.co/vvrvi8muHm",303,2020-03-24 20:03:22,Twitter Web App,4119,675,BorisJohnson
"This morning, I chaired the first ever video conference Cabinet meeting.
 
We must all do our bit to stop the spread of coronavirus, protect our NHS and save lives. #StayHomeSaveLives
 
https://t.co/Eew4i0Wr5q https://t.co/LkWYYnMXnq",233,2020-03-24 18:42:16,Twitter Media Studio,9390,1128,BorisJohnson
"RT @10DowningStreet: ""It is vital to slow the spread of the disease and that's why you must stay at home."" – PM @BorisJohnson #StayHomeSave…",140,2020-03-24 18:27:35,Twitter Web App,0,2071,BorisJohnson
RT @10DowningStreet: WATCH LIVE: Health Secretary @MattHancock hosts the #coronavirus press conference (24 March 2020) https://t.co/wdSSGz5…,140,2020-03-24 16:32:25,Twitter Web App,0,528,BorisJohnson
"RT @10DowningStreet: You must stay at home so we can protect the NHS and save lives. Then we will beat this together.

➡️ https://t.co/6oXW…",140,2020-03-24 15:52:30,Twitter Web App,0,595,BorisJohnson
"At this moment of national emergency you must stay at home, protect the NHS and save lives. 

#StayHomeSaveLives https://t.co/nb2baBmMJr",136,2020-03-24 14:36:17,Twitter Web App,8802,1618,BorisJohnson
RT @10DowningStreet: The government is texting people across the UK to tell them they must stay at home to protect the NHS and save lives.…,139,2020-03-24 13:17:24,Twitter Web App,0,3280,BorisJohnson
Please join me for an important update on #coronavirus #StayHomeSaveLives https://t.co/QSlIOIaYsF,97,2020-03-23 20:31:22,Twitter Media Studio,57330,15905,BorisJohnson
"These are the people who are saving lives. 

Stay at home, protect the NHS, and save lives.  

#StayHomeSaveLives https://t.co/KGihWbNHTX",137,2020-03-23 15:07:16,Twitter Web App,9443,2431,BorisJohnson
RT @RishiSunak: The Coronavirus Business Interruption Loan Scheme is now available for small or medium-sized businesses facing cash flow is…,140,2020-03-23 11:54:54,Twitter Web App,0,884,BorisJohnson
"If you don’t follow these instructions, you are putting people’s lives at risk: 

You must stay at home to protect our NHS and save lives. 

#StayHomeSaveLives",159,2020-03-23 08:40:46,Twitter Web App,43808,12435,BorisJohnson
"Stay two metres apart.

It's not such a difficult thing.

Do it. It really will save lives. 

#coronavirus #StaySafeSaveLives https://t.co/SSbrwxjEar",149,2020-03-22 20:04:36,Twitter Media Studio,25606,7732,BorisJohnson
"RT @GavinWilliamson: From tomorrow, schools will be closed except for children of critical workers and the most vulnerable.

We must ensure…",140,2020-03-22 19:26:16,Twitter Web App,0,2248,BorisJohnson
"RT @10DowningStreet: If you are going for a walk outside or doing grocery shopping, make sure you stay two metres apart from others at all…",139,2020-03-22 18:37:34,Twitter Web App,0,4276,BorisJohnson
RT @10DowningStreet: WATCH LIVE: PM @BorisJohnson holds the daily #coronavirus press conference (22 March 2020) https://t.co/YsePYDGplu,135,2020-03-22 17:12:26,Twitter Web App,0,876,BorisJohnson
"We need you to do your bit to help us beat #coronavirus

Please RT.

#StayHomeSaveLives https://t.co/mSGgGsQDSH",111,2020-03-22 15:39:46,Twitter Media Studio,14792,12154,BorisJohnson
"We will get through this together, and we will beat the virus. 

To win this fight, we need everyone to follow our advice: as far as possible, we want you to stay at home. The more effectively everyone does this, the faster this country will recover.

#StayHomeSaveLives",270,2020-03-22 13:56:23,Twitter Web App,41941,11404,BorisJohnson
"This Mother’s Day, everyone should stop #coronavirus spreading.

Keep your mum safe. Stay at home.

#StayHomeSaveLives #MothersDay https://t.co/6OQ7cGm57w",154,2020-03-22 12:41:17,Twitter Media Studio,7635,2221,BorisJohnson
"RT @patel4witham: “Our country is going to be tested. But I know that, if we all emulate your selflessness, compassion and commitment, ther…",140,2020-03-22 12:18:55,Twitter for iPhone,0,2180,BorisJohnson
Thank you @AthertonNWales! https://t.co/On4qnTHaOq,50,2020-03-22 11:00:33,Twitter Web App,3382,476,BorisJohnson
Thank you @MariaCaulfield! https://t.co/Fx1U7KiVub,50,2020-03-21 20:47:34,Twitter Web App,5228,562,BorisJohnson
"Our amazing NHS staff want to be there to help you and your loved ones over the coming weeks and months.

You can help them right now by staying inside. #StayHomeSaveLives https://t.co/qhfdh51HDk",195,2020-03-21 18:57:02,Twitter Web App,18136,4465,BorisJohnson
"Josephine sets a great example to us all by postponing her birthday party until we have sent coronavirus packing.

Together we can beat this. In the meantime let's all wish her happy birthday (twice) whilst washing our hands. #BeLikeJosephine #StayHomeSaveLives https://t.co/xmDOw60hhV https://t.co/yl7uxe9lhh",309,2020-03-21 12:58:23,Twitter Web App,9774,1962,BorisJohnson
"The coming months will be challenging, but I want to assure businesses that we are with them every step of the way.

Stand by your employees, stand by your workers, because we will stand by you. https://t.co/IqTDLOmBve",218,2020-03-21 11:54:35,Twitter Web App,7624,1505,BorisJohnson
"We want to protect you. But to do so, we need you to do your bit. #StayHomeSaveLives https://t.co/oSAzFF5AWk",108,2020-03-21 08:30:52,Twitter for iPhone,15331,5920,BorisJohnson
"RT @10DowningStreet: The government is going to step in and help pay people’s wages. 
 
Our grants will cover 80% of the salary of retained…",140,2020-03-20 22:40:49,Twitter for iPhone,0,830,BorisJohnson
"To those going against the advice we're getting from our experts, you're not only putting your own life and the lives of your family at risk, you're endangering the community and you're making it more difficult for us to protect the NHS and save lives. #StayHomeSaveLives https://t.co/WLw17OboHR",295,2020-03-20 21:15:00,Twitter Media Studio,40542,12737,BorisJohnson
"The more we follow the advice, the faster the country will stage both a medical and an economic recovery in full. #StayHomeSaveLives https://t.co/ik06dvasiH",156,2020-03-20 19:45:18,Twitter Media Studio,9371,2116,BorisJohnson
"We are supporting businesses and workers in a way that government has never done before. 

If people stay home, then we will not only save thousands of lives, but we will come out of this pandemic all the faster. #StayHomeSaveLives https://t.co/dhraP6OSfR",255,2020-03-20 18:46:24,Twitter Web App,6811,1275,BorisJohnson
"We are telling cafes, pubs, bars and restaurants to close tonight as soon as they reasonably can, and not to open tomorrow.

As far as possible we want you to stay at home.

That’s how we can protect our NHS and save lives.

➡ https://t.co/kdHUGOW5he https://t.co/8Hko4bfBnh",274,2020-03-20 17:43:30,Twitter Media Studio,13588,3929,BorisJohnson
RT @10DowningStreet: WATCH LIVE: PM @BorisJohnson holds the daily #coronavirus press conference (20 March 2020) https://t.co/7U3E179CBr,135,2020-03-20 17:02:08,Twitter for iPhone,0,755,BorisJohnson
"NHS staff are doing extraordinary work across the country to help our fight against coronavirus.

We now need to play our part in supporting them by following the government's guidance and working from home if you possibly can. https://t.co/90H9Qnw93l",251,2020-03-20 13:20:22,Twitter Web App,7338,1353,BorisJohnson
"We can beat this together, but only if we follow government advice and look out for each other. https://t.co/mavBWIHylf",119,2020-03-20 08:00:00,Twitter Media Studio,7728,1685,BorisJohnson
RT @10DowningStreet: We can turn the tide against coronavirus in the next 12 weeks - BUT ONLY IF we all follow government advice and look o…,140,2020-03-19 20:40:55,Twitter Web App,0,1144,BorisJohnson
"Please be reasonable in your shopping, be considerate and thoughtful of others as you do it. https://t.co/Dwo7lTIkg7",116,2020-03-19 20:05:47,Twitter Media Studio,14914,3785,BorisJohnson
Her Majesty The Queen speaks for us all. We all have a vital role to play. We will do whatever it takes to beat this together. https://t.co/k7VFionucj,150,2020-03-19 19:19:42,Twitter Web App,11890,2280,BorisJohnson
"I say to business, stand by your employees, stand by your workers, because we will stand by you.

I have absolutely no doubt that we will turn the tide of this disease and beat it together.

5/5",194,2020-03-19 18:32:48,Twitter Web App,3930,644,BorisJohnson
"And it’s by this combination of ruthless, determined, collective action, and scientific progress, that we’re already seeing that we will succeed.

If we do this together, we will save many many thousands of lives.

4/5",218,2020-03-19 18:32:48,Twitter Web App,2421,359,BorisJohnson
"It is absolutely vital that we follow the advice:

Stay at home if you have the symptoms, or if your family has the symptoms.

Avoid unnecessary contact.

Avoid pubs, bars and restaurants.

Work from home, if you possibly can.

And wash your hands.

3/5",253,2020-03-19 18:32:47,Twitter Web App,2228,611,BorisJohnson
"We’re getting better at testing.

This crisis is so difficult because the enemy is invisible.

The answer is to remove the cloak of invisibility to identify the virus, and to be able to know which of us is carrying it and who has actually had it and got over it.

2/5",267,2020-03-19 18:32:47,Twitter Web App,1826,295,BorisJohnson
"We can send #coronavirus packing in this country, but only if we take the required steps to reduce the peak.

Once we’ve achieved that, then the scientific progress that we are making will really come into play.

1/5",216,2020-03-19 18:32:46,Twitter Web App,11609,1854,BorisJohnson
RT @10DowningStreet: WATCH LIVE: PM @BorisJohnson holds the daily #coronavirus press conference (19 March 2020) https://t.co/zWcVVsalcy,135,2020-03-19 17:05:14,Twitter for iPhone,0,612,BorisJohnson
"I want to say a huge thank you on behalf of the whole country to everyone working in our NHS, of every specialism and role, in our fight against the coronavirus pandemic. We’ve never needed you more than we do today.",216,2020-03-19 16:44:29,Twitter Web App,81026,8271,BorisJohnson
"RT @educationgovuk: Low-income families whose children are eligible for free school meals will be offered vouchers or meals at home, even i…",140,2020-03-19 14:30:42,Twitter Web App,0,1628,BorisJohnson
"RT @NHSuk: We’ve answered some common questions about #coronavirus symptoms, staying at home, and what to do if you live with a vulnerable…",139,2020-03-19 14:14:32,Twitter Web App,0,2145,BorisJohnson
"RT @BorisJohnson: After schools shut their gates from Friday afternoon, they will remain closed for most pupils - for the vast majority of…",139,2020-03-19 10:13:51,Twitter Web App,0,1037,BorisJohnson
"RT @AlokSharma_RDG: We have committed to do whatever it takes to get the UK through the impacts of #coronavirus.
 
Today’s new emergency me…",140,2020-03-19 09:18:24,Twitter Web App,0,195,BorisJohnson
We're going to step up testing for #coronavirus #COVID19 https://t.co/A7cNeBOd1J,80,2020-03-19 07:46:24,Twitter Media Studio,10241,1682,BorisJohnson
The government has announced that schools will close from Monday https://t.co/C5RaaQPGnQ https://t.co/q3I54vQf1V,112,2020-03-18 20:33:35,Twitter Media Studio,1894,507,BorisJohnson
"After schools shut their gates from Friday afternoon, they will remain closed for most pupils - for the vast majority of pupils - until further notice.
 
Read more here: https://t.co/C5RaaQPGnQ https://t.co/5jMgPXxDML",217,2020-03-18 20:06:53,Twitter Media Studio,4326,1037,BorisJohnson
"WATCH: a message from @CMO_England on #coronavirus 👇

🏠If anyone in your household has coronavirus symptoms, you must all stay at home

❌ Do not visit your GP or local hospital

✅ Visit https://t.co/hmhS6y5caq to check symptoms and follow the advice https://t.co/v1zVKCKz8X",273,2020-03-18 19:13:31,Twitter Media Studio,1452,620,BorisJohnson
RT @10DowningStreet: WATCH LIVE: PM @BorisJohnson holds the daily #coronavirus press conference (18 March 2020) https://t.co/TuYw1Tuxgd,135,2020-03-18 17:19:46,Twitter for iPhone,0,682,BorisJohnson
We have the resolve and the resources to win the fight against #Coronavirus https://t.co/g1SnxlMEzV,99,2020-03-18 16:00:44,Twitter Media Studio,10658,2151,BorisJohnson
"RT @10DowningStreet: Anyone listed below, including people with asthma, should be particularly stringent in following social distancing adv…",140,2020-03-18 13:42:27,Twitter Web App,0,863,BorisJohnson
RT @10DowningStreet: The government has announced a £330 billion package of loans and guarantees for businesses to help them respond to the…,140,2020-03-18 11:42:23,Twitter Web App,0,444,BorisJohnson
"RT @BorisJohnson: I want to say a huge thank you on behalf of the whole country to everyone working in our NHS, for all your hard work at t…",140,2020-03-18 09:57:41,Twitter Web App,0,3966,BorisJohnson
"However tough the months ahead we have the resolve and the resources to win the fight.

And, to repeat, this government will do whatever it takes.

https://t.co/lg7axA86UB #COVID2019 https://t.co/Kfu8tFvCrM",206,2020-03-18 07:33:09,Twitter Media Studio,7179,1369,BorisJohnson
"I want to say a huge thank you on behalf of the whole country to everyone working in our NHS, for all your hard work at this difficult time. https://t.co/7hpUFMsfLw",164,2020-03-17 21:31:41,Twitter Media Studio,24835,3966,BorisJohnson
“We will do whatever it takes.” – @RishiSunak #coronavirus https://t.co/rmCLPWvuWr,82,2020-03-17 21:19:42,Twitter Media Studio,10671,1744,BorisJohnson
"RT @10DowningStreet: ""We will do whatever it takes to support jobs, incomes and businesses."" – Chancellor @RishiSunak provides an update on…",140,2020-03-17 20:45:31,Twitter Web App,0,518,BorisJohnson
"RT @10DowningStreet: Update on the government's latest measures to support businesses #coronavirus

➡️ https://t.co/Mc7evnTZDI https://t.co…",140,2020-03-17 20:22:06,Twitter Web App,0,314,BorisJohnson
RT @10DowningStreet: WATCH LIVE: PM @BorisJohnson holds the daily #coronavirus press conference (17 March 2020) https://t.co/29uPhh8raE,135,2020-03-17 17:05:56,Twitter for iPhone,0,820,BorisJohnson
"Use these trusted sources of information for the latest advice and guidance on #coronavirus

🩺 Check your symptoms: https://t.co/uL9bBXzV0F
🏥 Health guidance: https://t.co/47UIka9nis
ℹ All information on coronavirus: https://t.co/kdHUGOW5he https://t.co/vwKPJV2CII",264,2020-03-17 16:45:05,Twitter Web App,1596,697,BorisJohnson
"Today the government has updated its travel guidance with immediate effect. 

We are now advising against all non-essential overseas travel.
https://t.co/Zdm45PKyuU",164,2020-03-17 14:51:46,Twitter Web App,2800,919,BorisJohnson
