Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,isRT,tco,Language,Month
"So many mothers are working tirelessly to get their families, workplaces, communities––and themselves––through this difficult time. They are heroes, and we should honor them today––and every day. From my family to yours, #HappyMothersDay.",262,2020-05-10 17:25:32,Twitter for iPhone,53387,4916,michelleobama,1259535052951760897,False,https://t.co/kS4JKFCdUA,en,May
"Keep leading the way and following your dreams, Timesha! 💪🏾#WatchBecoming #IAmBecoming",110,2020-05-09 22:40:53,Twitter Web App,11769,1056,michelleobama,1259252026833276929,False,https://t.co/9sSujE6jOt,en,May
👏🏾👏🏾👏🏾,30,2020-05-09 22:11:23,Twitter Web App,1700,212,michelleobama,1259244601308844037,False,https://t.co/gS3shGY7N3,en,May
@90s_Raf Those are some of the best memories. #WatchBecoming,60,2020-05-09 22:09:19,Twitter Web App,50,8,michelleobama,1259244081064161280,False,,en,May
"You go, Monique! Your story is your power—thank you for sharing it with all of us. #WatchBecoming",121,2020-05-09 22:06:41,Twitter Web App,15164,1189,michelleobama,1259243417579724807,False,https://t.co/Lc24nnULtQ,en,May
@wyhs This song never gets old. Keep it up ladies! #WatchBecoming,65,2020-05-09 22:00:15,Twitter Web App,83,12,michelleobama,1259241801443090435,False,,en,May
"Nikkia, you are also one of those amazing and inspiring black women who your girls look up to each and every day. #BlackGirlMagic",153,2020-05-09 21:43:06,Twitter Web App,6898,535,michelleobama,1259237486171226117,False,https://t.co/REsi5lcaN0,en,May
"Thanks for making me a part of your date night, Billye. Stay strong! 💪🏾💕#WatchBecoming #IAmBecoming",123,2020-05-09 21:40:49,Twitter Web App,3135,251,michelleobama,1259236908028362756,False,https://t.co/cmlvsKQw6d,en,May
"One of my favorite parts of my Becoming tour was getting to meet and talk with so many of you––I will always cherish the stories you shared with me. And tonight, I can't wait to hear from all of you and #WatchBecoming!",242,2020-05-09 20:23:44,Twitter Web App,7712,777,michelleobama,1259217511964381184,False,https://t.co/405Y67qRxY,en,May
"When we share honestly about our own experiences, we invite others to do the same. The connections we build in these moments of vulnerability are so powerful and so healing.

Tonight at 5pm ET, I hope you’ll join me for the BECOMING watch party. #WatchBecoming",284,2020-05-09 19:10:52,Twitter for iPhone,27258,3921,michelleobama,1259199173586534402,False,https://t.co/51nWi66k6S,en,May
"With his exuberance, his creativity, and his refusal to be anything other than himself, Little Richard laid the foundation for generations of artists to follow. We are so lucky to have had him. Sending all my love to his family and friends today.",246,2020-05-09 17:30:24,Twitter Web App,59463,5364,michelleobama,1259173890359726082,False,,en,May
"Growing up, my mom taught me and Craig to never be afraid to speak up, ask questions, and live our truths. She laid out the blueprint for how I've raised my own girls. Mom, you're my rock and my best friend, and you’ve been a guiding light throughout my life. #IAmBecoming",296,2020-05-08 14:00:03,Twitter Media Studio,41596,4426,michelleobama,1258758564639920135,False,https://t.co/x2q6u52gqU,en,May
"Thank you to all of our teachers across the country and around the world for going above and beyond to show up for your students during this difficult time. You are heroes. You always have been, but especially today. #TeacherAppreciationWeek",265,2020-05-07 16:49:58,Twitter for iPhone,20609,2542,michelleobama,1258438939381313537,False,https://t.co/eODtR9WNHp,en,May
"Now that BECOMING is out, I'm excited to share the inspiring story of Elizabeth who I met last year while spending time with a group of remarkable young women from my old high school, @wyhs. As you watch, I hope you'll see your own stories reflected in this film. #IAmBecoming",300,2020-05-06 15:05:00,Twitter Media Studio,19085,3007,michelleobama,1258050135239438336,False,https://t.co/pmJWvZa3qr,en,May
"Whether you’re graduating from high school, college, or any other kind of school––we want you, your family, and all of your loved ones to be a part of this celebration. Tune in @Youtube on June 6 at . Can't wait to see you there!",252,2020-05-05 15:26:38,Twitter for iPhone,18385,4050,michelleobama,1257693192645992450,False,https://t.co/VIQRGjEyuZ,en,May
"I know how hard the #Classof2020 has worked to make it to graduation, so @BarackObama and I want to give you the celebration you deserve. That's why @ReachHigher and I are teaming up with @Youtube to host a virtual graduation on June 6! RSVP at .",293,2020-05-05 15:25:57,Twitter for iPhone,109657,34741,michelleobama,1257693019819646977,False,https://t.co/TPcaSy43B8,en,May
"In the film BECOMING, you will get to know an extraordinary young woman, Shayla, and her family. Their love and sacrifices for each other will inspire you, and I can’t wait to share their story. #IAmBecoming",231,2020-05-05 13:30:00,Twitter Media Studio,12814,2057,michelleobama,1257663839992242176,False,https://t.co/zftDKHtKnO,en,May
"Today, I’m excited to read “Miss Maple's Seeds” with @PBSKids and @PenguinRandom.

Join me at 12pm ET on @PenguinRandom’s Facebook page or anytime after on @PBSKids’s YouTube channel––and reply back with your child’s favorite part of the book!",291,2020-05-04 15:52:58,Twitter Web App,5121,766,michelleobama,1257337429985460226,False,https://t.co/Aj6TcgVoV1,en,May
"I’m thrilled to give you a sneak peek of BECOMING before it premieres on Netflix on May 6. This movie tells my story, from my childhood on the South Side of Chicago to my life today—and it celebrates the powerful stories of the people I met along the way. #IAmBecoming",292,2020-05-04 14:30:14,Twitter Media Studio,107257,20145,michelleobama,1257316611213520897,False,https://t.co/jXqGTMRIZc,en,May
"Congrats, Jalyn! I can't wait to see everything you achieve at Spelman. #CollegeSigningDay",114,2020-05-01 20:54:58,Twitter for iPhone,7075,544,michelleobama,1256326269702045702,False,https://t.co/wtFl53TPA4,en,May
"I'm so proud of you, Anyanso! Keep reaching higher and never give up!",93,2020-05-01 19:55:26,Twitter for iPhone,21692,1643,michelleobama,1256311285207035904,False,https://t.co/dDG3qHZym8,en,May
"To all the young people out there, I want you to know that I see you. I know this #CollegeSigningDay is not what you imagined it would be, but I hope you still get a chance to celebrate this milestone in your life. I'm so proud of all of you and will be rooting for you.❤️",296,2020-05-01 19:53:48,Twitter for iPhone,18635,1946,michelleobama,1256310873439612928,False,https://t.co/xEGYIwVwlE,en,May
"These days, it can be hard to feel grounded or hopeful—but the connections I’ve made with people across America and around the world remind me that empathy can truly be a lifeline. And its power is on full display in Nadia’s film.  #IAmBecoming",267,2020-04-27 17:12:55,Twitter for iPhone,8108,1175,michelleobama,1254820838441967617,False,https://t.co/9QKmZ66Vtn,en,April
"I’m excited to share that on May 6, @Netflix will release BECOMING, a documentary directed by Nadia Hallgren that shares the stories of the amazing people I met after the release of my memoir. During this difficult time, I hope you’ll find some inspiration and joy in this film.",302,2020-04-27 17:06:58,Twitter for iPhone,95346,18273,michelleobama,1254819337371779077,False,https://t.co/fqsIbhXYeL,en,April
Check out these wonderful children’s activities from @PenguinRandom to go along with today's reading:,125,2020-04-27 13:35:06,Twitter for iPhone,1409,248,michelleobama,1254766020826484736,False,https://t.co/VcsVLH6H89,en,April
"Today, I’ll be reading one of my favorites: “There’s a Dragon in Your Book.” It’s a fun read that requires a little imagination and a lot of heart.

Tune in at 12pm ET on @PenguinRandom’s Facebook or anytime after on @PBSKids YouTube channel.",290,2020-04-27 13:34:29,Twitter for iPhone,12056,1948,michelleobama,1254765866308251648,False,https://t.co/TBP2AA8QRC,en,April
"Thanks to the thousands of you who joined our @whenweallvote #CouchParty 2.0 to help register voters. You made a real difference tonight! 

And if you were tuned into the #TeddyRileyvBabyface battle tonight, just remember to register to vote at .",269,2020-04-21 03:52:27,Twitter for iPhone,7409,1234,michelleobama,1252445066221756416,False,https://t.co/1I1d9vIygO,en,April
"If you're looking for a fun activity to go along with today's ""The Gruffalo"" read-along, you can create finger puppets to act out the characters in the book with your child.",197,2020-04-20 15:53:43,Twitter Web App,5354,914,michelleobama,1252264190166925312,False,https://t.co/PACb2LHI6l,en,April
"I can't wait to share the magic of storytelling with kids everywhere by reading a beloved children's book every Monday with @PBSKIDS and @Penguinrandom.

I hope you’ll tune in today at 12PM ET as I read ""The Gruffalo"" on @PBSKIDS's YouTube channel and Facebook page!",290,2020-04-20 15:52:19,Twitter Media Studio,69674,11695,michelleobama,1252263838508101634,False,https://t.co/6sDVovw42X,en,April
"We can still make a difference even as we #StayHome. Excited to join @whenweallvote's #CouchParty tonight with my friends @tomhanks and @RitaWilson!  

And of course @djdnice will be playing a live set while we spread the word! Join us at 7:15pm ET:",297,2020-04-20 14:08:49,Twitter for iPhone,7698,1455,michelleobama,1252237792823988224,False,https://t.co/JNUGoT7xUw,en,April
Thank you to all the essential workers who are getting up every day and risking their lives on our behalf. @LauraWBush and I were honored to show our support for their heroic efforts during tonight's @GlblCtzn’s One World: #TogetherAtHome Special.,271,2020-04-19 02:14:03,Twitter for iPhone,73935,10335,michelleobama,1251695525017137159,False,https://t.co/Q3saUkv36h,en,April
"I'm thrilled to share some of my favorite children's books and give kids an opportunity to practice their reading (while giving families a much-needed break!).

Join me, @PBSKIDS, and @penguinrandom for read-alongs on Mondays at 12pm ET on @PBSKIDS Facebook and YouTube!",294,2020-04-17 19:34:33,Twitter for iPhone,17882,3653,michelleobama,1251232602868125698,False,https://t.co/839isAWKSt,en,April
"I'm counting on all of you to help make sure everyone in this country knows how to register and vote safely in the 2020 elections. 
 
Join me and @WhenWeAllVote this Monday night—RSVP now for the voter registration #CouchParty at .",278,2020-04-16 16:20:36,Twitter for iPhone,17580,4051,michelleobama,1250821402174935047,False,https://t.co/JNUGoT7xUw,en,April
"There’s nothing partisan about striving to live up to the promise of our country; making the democracy we all cherish more accessible—and protecting our neighbors, friends and loved ones as they participate in this cornerstone of American life. Learn more:",280,2020-04-13 14:34:07,Twitter for iPhone,10465,2305,michelleobama,1249707442293944320,False,https://t.co/EZzm0aMOpQ,en,April
"No American should have to choose between making their voice heard and staying safe. Expanding access to #VoteByMail, online voter registration and early voting are critical steps for this moment—they’re also long overdue.",246,2020-04-13 14:25:36,Twitter for iPhone,73208,17843,michelleobama,1249705299096854531,False,https://t.co/s0KZ2Pj6zw,en,April
"Today, Wisconsin voters had to choose between making their voice heard and keeping themselves and their family safe. No American should ever have to make that choice. 

We must do better to ensure voting is safe for all voters. The latest Wisconsin voting information is below.",301,2020-04-07 21:54:36,Twitter for iPhone,36788,7745,michelleobama,1247643966364925954,False,https://t.co/x1LwEb9H4N,en,April
"On this #WorldHealthDay, I want to thank all the healthcare workers on the frontlines who have been risking their lives for us. I hope you’ll join me in expressing gratitude to the healthcare workers in your life. Let's show them how appreciated they are!",279,2020-04-07 21:13:36,Twitter for iPhone,44950,6628,michelleobama,1247633648188379136,False,https://t.co/ceTAzoWJIe,en,April
@MjHappy1 So grateful for everything your daughter is doing—Dr. Miller is a hero. ❤️,84,2020-04-07 21:10:43,Twitter for iPhone,21,5,michelleobama,1247632922267586562,False,,en,April
@micromovements We all have so much to learn from your sister's courage and spirit. Thank you to her and her phenomenal colleagues!,131,2020-04-07 21:09:42,Twitter for iPhone,12,3,michelleobama,1247632668948398082,False,,en,April
"Wisconsin's Election Day is today, Tuesday, April 7th. If you have an absentee ballot, make sure to drop it off or mail it in today. If you are going to vote in person, make sure to prioritize your safety and the safety of others.",254,2020-04-07 12:36:06,Twitter for iPhone,17192,3926,michelleobama,1247503414432534529,False,https://t.co/mBJfxFKXXH,en,April
"We could all use #SomeGoodNews. I couldn’t help but smile after watching this video with @johnkrasinski, @Lin_Manuel, and the cast of @HamiltonMusical surprising a young fan, giving us all a little bit of joy at this difficult time.",256,2020-04-07 00:53:18,Twitter for iPhone,36514,2617,michelleobama,1247326550283911170,False,https://t.co/32hAQAJ7x1,en,April
"Anyone who can stay home should absolutely do so. From medical professionals to grocery store clerks, our frontline workers continue to risk their lives for us, so let’s do our part by staying home for them. #StayAtHome",243,2020-04-04 20:09:05,Twitter for iPhone,28676,4689,michelleobama,1246530248340103168,False,https://t.co/c8NJxyl03Z,en,April
"Bill Withers made the sort of music that you couldn’t help but sing along to—from “Lean on Me” to “Lovely Day,” he had a gift for giving voice to our joys and our sorrows. Truly one of the greats. Barack and I send love and prayers to his family and friends. He will be missed.",277,2020-04-04 13:40:13,Twitter for iPhone,95061,7343,michelleobama,1246432386218430464,False,,en,April
.@KerryWashington is right. The first few days of each month are crucial for families that depend on WIC products. Let’s look out for each other by taking the extra few seconds to look at those labels. Every act of kindness counts. ❤️,258,2020-04-03 00:48:54,Twitter for iPhone,57805,14866,michelleobama,1245875890141245440,False,https://t.co/C1Eq6NmXfv,en,April
"If you’re feeling as grateful to––and in awe of––our first responders as I am, now is the time to let them know. A handwritten letter, a social media post, or a simple “thank you” text can go a long way in showing our appreciation for these heroes among us.",281,2020-04-01 22:21:34,Twitter for iPhone,21698,3095,michelleobama,1245476426268188673,False,https://t.co/DNFtFYF9SZ,en,April
"During times like this, we all need to lean on each other. For years, I’ve been turning to my friend Alicia for love and support, and I’m so excited for her to share her wisdom and her journey with all of you in her new book, #MoreMyself. ❤️",289,2020-03-31 16:33:05,Twitter for iPhone,10660,1245,michelleobama,1245026338756591617,False,https://t.co/1EqNzIvXJR,en,March
Now I want to hear from you. Reply with the story of a loved one working on the frontlines and tell me why they inspire you in this moment.,139,2020-03-30 23:55:34,Twitter for iPhone,8512,804,michelleobama,1244775305673420802,False,,en,March
"On this #NationalDoctorsDay, I want to share this powerful video from Dr. Francois and Dr. Robinson and thank all of the incredible doctors, nurses, technicians, residents, fellows, and hospital staff who are putting their lives on the line to save ours.",278,2020-03-30 23:55:09,Twitter for iPhone,112718,21925,michelleobama,1244775201008693250,False,https://t.co/Dt2diW02Oh,en,March
"Even when we are physically apart, music has the power to unite us and lift our spirits. To @YoYo_Ma and so many others, thank you for using your talents to bring us all a little joy during this time. #SongsOfComfort",240,2020-03-26 22:06:00,Twitter for iPhone,22648,3294,michelleobama,1243298181364006919,False,https://t.co/MAiQVSQEce,en,March
"In this tough time, music can comfort us and bring us together. That’s why I can't wait for the @WhenWeAllVote #CouchParty with a featured live set from @djdnice! He’ll keep our volunteers motivated with some tunes as they help register voters. 

Thanks @djdnice for all you do!",302,2020-03-24 18:15:34,Twitter for iPhone,15985,3549,michelleobama,1242515416477548545,False,https://t.co/lJWX7MQAgL,en,March
I am so grateful to @chefjoseandres for his inspiring work to feed those in need in our communities. We are in this together—and we’ll get through it by stepping up and doing whatever we can to help each other out.,238,2020-03-24 00:43:14,Twitter for iPhone,32422,4267,michelleobama,1242250588664012806,False,https://t.co/8RaponFYf0,en,March
"Always brightens my day to get a call from my friend Ellen, especially on this rainy Monday at home. It’s good to know that even when we’re apart, we’ve still got each other. 💪🏾#StayAtHome",212,2020-03-23 21:00:13,Twitter for iPhone,61101,5061,michelleobama,1242194463977549824,False,https://t.co/eBlVKED1Dv,en,March
"This #InternationalWomensDay, let’s work together to empower the next generation of women. 

That’s the idea behind the @GirlsAlliance—and I’m thrilled @YouTube is sharing the stories of our work in a new Creators For Change special. Tune in on March 17:",302,2020-03-08 13:01:54,Twitter Media Studio,22470,3923,michelleobama,1236638272262209538,False,https://t.co/r6CEE98VRz,en,March
"Your vote is bigger than one party or candidate. It's your voice, and you deserve to have it heard this November. 

That's why I am so thrilled to join @WhenWeAllVote in Detroit on March 27th.

Get registered to vote and get the word out to your family and friends, too.",294,2020-03-04 14:13:31,Twitter Web App,19663,3170,michelleobama,1235206745233993728,False,https://t.co/X0JljCTeis,en,March
Incredibly touched that Becoming was honored at this year’s #Audies2020. Thank you! #IAmBecoming,120,2020-03-03 04:30:47,Twitter for iPhone,19837,1400,michelleobama,1234697706720972806,False,https://t.co/YxUsD5CGPm,en,March
"As we close out #BlackHistoryMonth, let’s make sure our voices are heard loud and clear by going to  and helping our friends and family get registered and ready to vote.

Because #WhenWeAllVote, we make a difference for this country we all love.",292,2020-02-27 15:00:00,Twitter Media Studio,15284,3336,michelleobama,1233044113991380992,False,https://t.co/cBTTn9yuTH,en,February
💪🏾❤️,28,2020-02-25 21:30:24,Twitter for iPhone,214746,14560,michelleobama,1232417584546537477,False,https://t.co/f1Vx3LvnOW,en,February
"With these two, every day is #LoveYourPetDay. 🐶💖",72,2020-02-20 21:16:53,Twitter for iPhone,75405,3790,michelleobama,1230602244183265285,False,https://t.co/wmA8E5mBX1,en,February
"Jalaiah, you crushed it—love seeing your talent shine!",78,2020-02-19 14:55:42,Twitter for iPhone,303617,36494,michelleobama,1230143930664136706,False,https://t.co/VZfMOe6nyT,en,February
"Throwing it back to my 1982 prom night and this pink satin, polka-dotted dress.

Join the #PromChallenge with @WhenWeAllVote and @MTV and tell us what your school is doing to register students to vote. You could get a free prom for your school! Learn more:",304,2020-02-18 15:30:08,Twitter for iPhone,37447,4736,michelleobama,1229790208834572294,False,https://t.co/ggVjRpS3CU,en,February
"Happy Valentine’s Day, my loves. You make even the coldest days feel warm. 💕",100,2020-02-14 15:50:58,Twitter for iPhone,213587,12687,michelleobama,1228345898519945217,False,https://t.co/COOIOCgVdh,en,February
"On #GalentinesDay, I want to shout out my girlfriends who help me stay sane and grounded through all of life’s ups and downs. Whether catching up over the phone or laughing it out during an 80s-themed workout, I know I can lean on these ladies—and that’s made all the difference.",303,2020-02-13 19:22:27,Twitter for iPhone,29369,1556,michelleobama,1228036731997388805,False,https://t.co/wcnamOyTJS,en,February
"Congrats to Julia, Steven, and the whole crew on winning Best Documentary for #AmericanFactory, Higher Ground's first release! So glad to see their heart and honesty recognized—because the best stories are rarely tidy or perfect. But that’s where the truth so often lies.",295,2020-02-10 02:47:02,Twitter for iPhone,35094,3594,michelleobama,1226699064496074752,False,https://t.co/qtdNEw9H3f,en,February
I had so much fun with @Oprah and all of the people who came out for #Oprahs2020VisionTour. Thank you for sharing what wellness means to you—here’s to making 2020 our healthiest year yet.,211,2020-02-09 16:24:14,Twitter for iPhone,26227,1894,michelleobama,1226542331223998464,False,https://t.co/TjpCH41DyI,en,February
".@LanaCondor, I loved spending time with you in Vietnam and am so grateful for your work with the @GirlsAlliance to educate and empower young women. Sending you a big hug!",195,2020-02-08 15:31:36,Twitter for iPhone,33692,2299,michelleobama,1226166699478659072,False,https://t.co/KbkYwTPFS6,en,February
"Every day, school counselors inspire kids to dream bigger and reach higher—helping our young people discover their own potential and expand their vision of what’s possible. 

Congrats to this year's @ASCAtweets School Counselor of the Year, Laura Ross! @ReachHigher",289,2020-01-31 18:40:45,Twitter for iPhone,9102,1097,michelleobama,1223315196246220801,False,https://t.co/7bVgqCUeKK,en,January
"To honor Dr. King's legacy, we all can play a role in ensuring our friends and family make their voices heard in every election. By sitting out, we're allowing others to make decisions for us. 

Help register your community on #MLKDay and throughout 2020:",303,2020-01-20 13:56:40,Twitter for iPhone,44265,9951,michelleobama,1219257438949597185,False,https://t.co/cBTTn9yuTH,en,January
"It's about that time when New Year's resolutions get a bit harder to stick to. To offer a little inspiration, I want to share my go-to #WorkoutPlaylist with you. These songs always seem to give me that extra boost to get through my toughest workouts. What's on your playlist?",299,2020-01-19 16:19:41,Twitter for iPhone,141915,17235,michelleobama,1218931040598798336,False,https://t.co/GFP56Yi9A6,en,January
"For so many of us, it was one special teacher or school counselor who first helped us believe in who we could be and where we could go.

We can never thank you enough. You deserve the recognition you're getting and so much more! @CFPExtraYard @ReachHigher",279,2020-01-13 20:52:13,Twitter for iPhone,17799,2205,michelleobama,1216825299066851333,False,https://t.co/mN09JWmHrH,en,January
"So thrilled that Julia Reichert, Steven Bognar, and all of the incredible people behind #AmericanFactory are nominated for the Best Documentary Oscar! We’re so proud of them and amazed by their talent for storytelling. See for yourself now on @Netflix.",276,2020-01-13 14:22:37,Twitter for iPhone,14053,1463,michelleobama,1216727252827877376,False,https://t.co/pLEE5zg0gr,en,January
