Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,isRT,tco,Language,Month,Quarter
I am glad to announce that Senator @MarcoRubio has accepted my invitation to serve as Acting Chairman of the Senate Select Committee on Intelligence. My full statement:,192,2020-05-18 20:21:02,Twitter Web App,8452,2065,senatemajldr,1262478323604733953,False,https://t.co/NcnLB0KcBk,en,May,Q2
A new generation of American heroes has been called to serve their neighbors and their nation. They are showing up for our country. So the Senate is showing up for them.,193,2020-05-18 19:57:33,Twitter Media Studio,2679,672,senatemajldr,1262472413561917447,False,https://t.co/DmrJp0dBLK,en,May,Q2
The House has been at home for two months. They gave themselves no assignments except developing this proposal. Yet it still reads like the Speaker of the House pasted together random ideas from her most liberal members and slapped the word “coronavirus” on top of it.,292,2020-05-15 21:12:32,Twitter Media Studio,9635,3896,senatemajldr,1261404120952365057,False,https://t.co/pS0EwP5wo5,en,May,Q2
"This week Speaker Pelosi published an 1,800-page catalog of left-wing oddities &amp; called it a coronavirus relief bill. It proposes tax hikes on small business, giveaways to blue-state millionaires, checks for illegal immigrants, and diversity detectives for the cannabis industry.",307,2020-05-15 20:00:15,Twitter Media Studio,3276,1588,senatemajldr,1261385930180489217,False,https://t.co/deEIYPEMSg,en,May,Q2
"Forget about this $3 trillion left-wing wish list that even House Democrats are criticizing. Republicans are focused on practical solutions like legal liability protections for medical workers and the schools, universities, and businesses that will be trying to re-open.",294,2020-05-15 19:04:07,Twitter Media Studio,1932,708,senatemajldr,1261371804133646337,False,https://t.co/tSRbJMeilh,en,May,Q2
"80,000 Americans have died. More than 20 million have lost their jobs. Most people call that a crisis. But leading Democrats call it “leverage.” 

A co-chair of the Congressional Progressive Caucus: “For me, the leverage is that there is enormous suffering.”",282,2020-05-15 18:21:56,Twitter Media Studio,3737,1667,senatemajldr,1261361186148319232,False,https://t.co/b0mEyqCePA,en,May,Q2
The Democrats’ supposed coronavirus bill includes taxpayer-funded studies to measure “diversity and inclusion” in the cannabis industry. It’s a parade of absurdities that can hardly be taken seriously.,225,2020-05-15 17:15:42,Twitter Media Studio,2643,1145,senatemajldr,1261344517808099328,False,https://t.co/2aCyOEnnAZ,en,May,Q2
Washington Democrats have been transparent: They see this national tragedy as a ripe partisan opportunity to pass long-standing wish-list items that are completely unrelated to the crisis itself.,219,2020-05-15 15:27:39,Twitter Media Studio,4195,1577,senatemajldr,1261317327766917120,False,https://t.co/T5EDTfEBHS,en,May,Q2
"The coronavirus pandemic is a serious crisis, so the Senate’s response has been serious. The Senate took a blank sheet of paper, turned it into the largest rescue package in history, and passed it unanimously.",233,2020-05-15 13:43:27,Twitter Media Studio,2259,647,senatemajldr,1261291104336560129,False,https://t.co/caEY934GO3,en,May,Q2
TUNE IN 📺: I will be joining @BretBaier ~6:15 PM EST to discuss House Democrats’ unserious $3 trillion wish list and what the Senate is doing to attack this crisis and lead the response.,210,2020-05-14 22:02:42,Twitter for iPhone,1186,239,senatemajldr,1261054358571159553,False,https://t.co/3IIvjOOnN9,en,May,Q2
The Senate will keep working seriously on this serious pandemic. We wrote the CARES Act. Now we’re back in Washington. We’re holding hearings with experts about the re-opening. We’re monitoring testing. We’re drafting legal protections for healthcare workers and small businesses.,280,2020-05-14 15:07:26,Twitter Web App,4465,1290,senatemajldr,1260949852302839810,False,,en,May,Q2
"House Democrats had a blank slate to propose any vision for the recovery. This draft is all they have done for two months. And they came up with: tax hikes on small businesses, tax cuts for blue-state millionaires, and taxpayer-funded diversity detectives for the pot industry.",277,2020-05-14 15:07:26,Twitter Web App,4623,1667,senatemajldr,1260949850889355264,False,,en,May,Q2
"House Democrats’ huge new bill would cut taxes for blue-state millionaires, send government checks to illegal immigrants, and — wait for it — mandate two separate taxpayer-funded studies of diversity in the cannabis industry. This is their effort at coronavirus relief?",269,2020-05-14 15:07:26,Twitter Web App,23374,10951,senatemajldr,1260949849727516673,False,,en,May,Q2
The Paycheck Protection Program is continuing to provide critical relief for small businesses across America. The manufacturer of Louisville Slugger bats says it put 171 furloughed employees back on the payroll after receiving a loan.,258,2020-05-13 13:20:15,Twitter for iPhone,2015,485,senatemajldr,1260560488439648258,False,https://t.co/dz2OMhK6eY,en,May,Q2
"Senate Republicans are preparing a major package of COVID-related liability reforms to foster economic recovery. We are going to provide certainty. If we want American workers to clock back in, we need employers to know they will not be left to drown in opportunistic litigation.",279,2020-05-12 19:21:38,Twitter Web App,5075,1346,senatemajldr,1260289048817606656,False,,en,May,Q2
More than two-thirds of independent business owners say they are worried about a legal liability minefield getting in the way of re-opening. The Senate majority is not going to stand idly by and let trial lawyers vacuum up relief money &amp; redirect it into their own pockets.,277,2020-05-12 19:21:38,Twitter Web App,16638,5015,senatemajldr,1260289047274143744,False,,en,May,Q2
"During the pandemic, our nation continues to meet new American heroes &amp; draw inspiration from their stories. Today I introduced the country to another incredible Kentuckian: A 30-year veteran nurse who contracted the virus, beat it, &amp; then went back to caring for patients.",305,2020-05-11 20:59:49,Twitter Media Studio,2201,517,senatemajldr,1259951368510541830,False,https://t.co/w3cBy1hFf0,en,May,Q2
"The Paycheck Protection Program is helping nearly 42,000 Kentucky job creators &amp; millions of small businesses nationwide access emergency cash. This program is a lifeline for American workers and Main Streets across the country.",256,2020-05-11 17:25:16,Twitter for iPhone,2277,522,senatemajldr,1259897376438980615,False,https://t.co/932RztspXA,en,May,Q2
Thinking of my mom Julia today. Happy Mother’s Day to all the moms in Kentucky and across our great country.,132,2020-05-10 12:05:15,Twitter for iPhone,6346,605,senatemajldr,1259454453809393664,False,https://t.co/MMEcbBIsLv,en,May,Q2
"Today was also meant to be the dedication for the Eisenhower Memorial. But as in Ike’s time, a monumental challenge has intervened — one that demands American strength and leadership to resolve. Thank you to @SenPatRoberts for your work in making this fitting memorial a reality.",279,2020-05-08 21:32:59,Twitter Web App,1009,155,senatemajldr,1258872550194585602,False,,en,May,Q2
"Today marks 75 years since V-E Day, the end of WWII in Europe. As Americans work together to emerge from a global crisis, we’re reminded of the essential role our nation played in leading the world out of another.",213,2020-05-08 21:32:58,Twitter Web App,3364,566,senatemajldr,1258872548718149633,False,,en,May,Q2
"Strong legal protections will be essential as our economy reopens. As of a week ago, 771 lawsuits had already been filed against everyone from workers on the front lines to universities to businesses. Our rescue efforts cannot get diverted into a huge giveaway for trial lawyers.",303,2020-05-08 00:00:45,Twitter Media Studio,2962,897,senatemajldr,1258547351746158595,False,https://t.co/Q4rpyPpshM,en,May,Q2
"The Chinese Communist Party even used the pandemic as cover to arrest peaceful Hong Kong democracy activists, including my old friend Martin Lee. I suppose they thought the rest of the world might be too distracted to notice. They were mistaken.",245,2020-05-07 21:17:11,Twitter Web App,16533,8530,senatemajldr,1258506186472607744,False,,en,May,Q2
"Our National Day of Prayer certainly comes at the right time this year. Let’s pray for everyone who is sick and suffering with the coronavirus, struggling with unemployment and isolation, or working on the front lines to care for strangers and keep our nation going.",290,2020-05-07 19:08:12,Twitter for iPhone,1881,480,senatemajldr,1258473727844659208,False,https://t.co/gc7hmw095G,en,May,Q2
"TUNE IN 📺: I will be joining @DanaPerino ~2:00 PM EST to discuss the Senate's role in continuing to strengthen our health response, pivoting towards recovery, and other crucial legislation.",189,2020-05-07 17:52:06,Twitter for iPhone,1036,189,senatemajldr,1258454574333075460,False,,en,May,Q2
"This pandemic originated in China. Its global spread was made worse by China’s unconscionable efforts to cover it up. Working closely with our allies and partners around the world, the U.S. will be asking tough questions about our relationship with the Chinese Communist Party.",277,2020-05-07 17:08:11,Twitter for iPhone,19591,5639,senatemajldr,1258443524871278593,False,,en,May,Q2
"While we fight COVID-19, we can’t forget all the other threats we still face. Terrorist cells, hostile foreign intelligence services, and adversaries all over the world who would be thrilled if the U.S. applies social distancing to our presence on the world stage as well.",272,2020-05-07 14:24:47,Twitter Web App,8335,2080,senatemajldr,1258402404858335232,False,,en,May,Q2
"Every day, I hear more inspiring stories from my home state about Kentuckians finding creative ways to pitch in. This crisis is creating new heroes in new ways every day. I could not be prouder to represent the Bluegrass and bring #Kentucky’s voice to the Senate.",287,2020-05-06 21:07:08,Twitter Media Studio,2239,456,senatemajldr,1258141271496982528,False,https://t.co/h72zoCLvWZ,en,May,Q2
Judge Justin Walker is a brilliant legal expert whose record earns praise all across the political spectrum. He is so qualified and fair-minded that he's even won the blessing of the left-leaning American Bar Association that Democrats themselves call “the gold standard.”,296,2020-05-06 17:14:10,Twitter Media Studio,2142,597,senatemajldr,1258082641615769600,False,https://t.co/KQIIG68TdE,en,May,Q2
The Senate is not going to let either the coronavirus or reflexive partisanship stop us from doing crucial national business. We are elected to do our jobs. I’m glad we’ll have a Senate-confirmed counterintelligence leader by the end of the day.,245,2020-05-06 16:34:48,Twitter for iPhone,2259,512,senatemajldr,1258072736540307456,False,,en,May,Q2
"Even though the Democrats’ own top member on the Intelligence Committee praises this nominee and wants a swift confirmation, Senate Democrats still forced us to use hours of floor time and multiple votes, as if he were controversial. This is what I've called mindless obstruction.",280,2020-05-06 16:34:48,Twitter for iPhone,2296,536,senatemajldr,1258072733637902336,False,,en,May,Q2
"Today the Senate will confirm a Director for the National Counterintelligence and Security Center. Our domestic fight with the coronavirus makes it even more important, not less important, that we also maintain global vigilance and keep a close eye on those who wish us harm.",275,2020-05-06 16:34:48,Twitter for iPhone,7607,1895,senatemajldr,1258072732794851332,False,,en,May,Q2
"Nurses in #Kentucky and across America are rushing toward the sick, washing their hands until they bleed, and working around the clock to heal strangers and fight the coronavirus. Today and every day, we salute you.",239,2020-05-06 14:06:54,Twitter for iPhone,1571,361,senatemajldr,1258035512717316097,False,https://t.co/7MPPc8FW78,en,May,Q2
