Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,isRT,tco,Language,Month
My conversations with my mom have always been and will always be some of my favorite memories - from when I was 10 months old in this video from Oct. 1990 to now talking every day on the phone. Our talks are everything to me. Myyyyyy goodness I love you Mom. Happy Mother’s Day 💐,303,2020-05-11 01:58:55,Twitter for iPhone,186203,23650,taylorswift13,1259664250391465984,False,https://t.co/Okav6gEt2R,en,May
Excited to announce the City of Lover Concert! We filmed my show in Paris in September and thought it’d be fun to share it with you 😄May 17 at 10p ET on @abcnetwork and available the next day on @hulu and @disneyplus! #TaylorSwiftCityOfLover,265,2020-05-08 12:47:13,Twitter Media Studio,152868,30711,taylorswift13,1258740237179801600,False,https://t.co/7B3ky0rO5B,en,May
"I’m absolutely devastated and horrified by the senseless, cold blooded, racially motivated killing of Ahmaud Arbery. #JusticeForAhmaud",134,2020-05-07 21:25:42,Twitter for iPhone,289695,42418,taylorswift13,1258508331280240640,False,,en,May
🍷 🐍 biiig isolation 🐍 🍷,47,2020-05-07 17:27:50,Twitter for iPhone,429871,56910,taylorswift13,1258448468907081728,False,https://t.co/MJbhD8Bau1,en,May
@rhodesmusic Oh I love this so much ☺️☺️☺️,42,2020-05-03 21:41:43,Twitter for iPhone,11280,1330,taylorswift13,1257062808946180103,False,,en,May
Not a lot going on at the moment,56,2020-04-27 21:08:40,Twitter for iPhone,529613,60991,taylorswift13,1254880164447760385,False,https://t.co/NaRCqgCH4Y,en,April
Captain Olivia Benson off duty like -,61,2020-04-23 00:47:53,Twitter for iPhone,281878,32804,taylorswift13,1253123395010658306,False,https://t.co/JJ5ff8syMU,en,April
@maisiehpeters 🎆🌸✨heavenly✨🌸🎆,29,2020-04-18 18:26:33,Twitter for iPhone,19971,2335,taylorswift13,1251577874584403969,False,,en,April
"I'm so sad I won't be able to see you guys in concert this year, but I know this is the right decision. Please, please stay healthy and safe. I’ll see you on stage as soon as I can but right now what’s important is committing to this quarantine, for the sake of all of us.",296,2020-04-17 17:00:09,Twitter Web App,209704,29746,taylorswift13,1251193743912456192,False,https://t.co/qeiMk2Tgon,en,April
@RyanHurd Love this so much 🙏,29,2020-04-14 18:17:17,Twitter for iPhone,12015,1459,taylorswift13,1250125991437107200,False,,en,April
"It’s National Siblings Day! My brother @austinswift7 is one of my best pals, and I’m really proud of him because he’s in a film that came out today called We Summon The Darkness (which he co-produced). Photo by Gigi. My facial expression by 3 glasses of wine. #nationalsiblingsday",304,2020-04-10 18:18:54,Twitter for iPhone,145225,14986,taylorswift13,1248676845958107139,False,https://t.co/1SXUtIxaiP,en,April
My Women’s History Month playlist is nostalgic comfort vibes by women I adore 💛 @Spotify,137,2020-03-27 13:15:38,Twitter for iPhone,80364,12200,taylorswift13,1243527098154848258,False,https://t.co/q47iu4Vc7L,en,March
"While we’re looking for things to do at home, I thought it’d be fun to share behind the scenes of my dad’s acting debut. 🎾",146,2020-03-20 18:01:43,Twitter Media Studio,108027,12965,taylorswift13,1241062380332814336,False,https://t.co/1WIBE8jdfb,en,March
"For Meredith, self quarantining is a way of life. Be like Meredith. #QuarantineCats",107,2020-03-16 21:50:13,Twitter for iPhone,221045,36739,taylorswift13,1239670332958674944,False,https://t.co/yEHJ5c5oFi,en,March
"No one:

Absolutely no one:

Me: here’s more footage of behind the scenes of me directing The Man video with a female voice and demeanor/ dude body and face! Just to make your day weirder!",238,2020-03-10 12:52:08,Twitter for iPhone,138916,18405,taylorswift13,1237360590110294016,False,https://t.co/5vRMcFYhWz,en,March
"In honor of International Women’s Day, I changed out my @AppleMusic playlist to songs I’m loving right now by female artists and bands. 💕 Let’s all celebrate together by honoring the women in our lives and the women out there pushing things forward 😘",274,2020-03-07 17:15:15,Twitter for iPhone,93475,13255,taylorswift13,1236339640656973825,False,https://t.co/YSUOgCUqIa,en,March
The Man Behind The Scenes - Becoming The Man is out now! Only took 5 hours in the makeup chair + a little sprinkle of privilege dust ✨✨✨➡️👨🏻,188,2020-03-06 13:19:20,Twitter for iPhone,76437,11349,taylorswift13,1235917883726852098,False,https://t.co/9tG8uYDFGz,en,March
My heart is with everyone in Tennessee who has been affected by the tornados. Sending you my love and prayers.,110,2020-03-03 20:24:24,Twitter for iPhone,155587,14657,taylorswift13,1234937694121287684,False,,en,March
"Shout out to Rebecca Skinner for being the best executive producer a (wo)man could ask for. 
I can’t believe I get to work with these legends. Having a little moment over here 🥺💓",178,2020-02-28 02:12:27,Twitter for iPhone,34566,3123,taylorswift13,1233213342002618368,False,,en,February
"More thank you’s... Chancler Haynes is an editing extraordinaire. Stephen Galloway and Spenser Theberge were my movement coaches and taught me how to smoke, slouch, walk and act like a toxic bro. David Lebensfeld and Grant Miller aced that VFX magic.",274,2020-02-28 02:12:26,Twitter for iPhone,68802,8171,taylorswift13,1233213339607719936,False,https://t.co/I8rf5D3xwE,en,February
"Rodrigo Prieto, our DP/cinematographer, is absolutely brilliant and down to earth and hilarious. Ethan Tobman created all those sets. Like, that wasn’t a real yacht. That’s how good he is. 🤯👏",191,2020-02-28 00:11:18,Twitter for iPhone,32792,2963,taylorswift13,1233182854231863301,False,,en,February
"I want to say a massive thank you to my main team in putting this whole thing together: Jil Hardin, our producer, worked tirelessly and truly made me feel like I could do this. Joe ‘Oz’ Osborne, our excellent AD, and I have worked together for years and he’s the coolest.",295,2020-02-28 00:11:18,Twitter for iPhone,85343,9060,taylorswift13,1233182852092694533,False,https://t.co/c7hLxu4Keq,en,February
Between 4-6 hours in the make up chair every day with these geniuses. Thank you Bill Corso and all who worked so hard on this transformation 🙏🙏🙏,144,2020-02-27 23:02:01,Twitter for iPhone,34296,3304,taylorswift13,1233165419407642624,False,,en,February
"Alongside every great (the) man is a team of hardworking creatives who made this thing happen. Bill Corso &amp; his incredible team and I have worked together before, turning me into a zombie.. but convincing a significant amount of people I was a dude is our crowning achievement.",305,2020-02-27 23:02:01,Twitter for iPhone,64196,7863,taylorswift13,1233165416643616768,False,https://t.co/Rn7FmIDz55,en,February
"@Dominic_Toliver @tiktok_us Dominic your reactions were SO good, when you were all ‘you got this!!’ And jayden’s all ‘😍❤️💗’. I cackle every time I see it. Thanks so much for spending the day with me!",199,2020-02-27 14:50:34,Twitter for iPhone,5054,687,taylorswift13,1233041739130294273,False,,en,February
@iamlorengray This post 🥺🥰 I appreciate you saying this so much. I had the best time hanging out &amp; talking on the tennis court with you! Pennsylvania girls represent 🥳 Gonna be cheering you on for everything you do!,219,2020-02-27 14:48:34,Twitter for iPhone,21899,2322,taylorswift13,1233041235557961730,False,,en,February
@jaydenbartels Every time I see you in the video I just GRIN because you were so good and so awesome to be around. Thank you SO much for being a part of it!!!,158,2020-02-27 14:46:32,Twitter for iPhone,7567,835,taylorswift13,1233040727527088130,False,,en,February
My dad making his acting debut as ‘unimpressed umpire’ is a memory I’ll always cherish. Thank you to the entire cast and crew for helping me become the man I always knew I could be 😂,182,2020-02-27 14:23:26,Twitter for iPhone,48184,5025,taylorswift13,1233034912883597312,False,,en,February
it’s so cool to have you be a part of this!! Thank you @jaydenbartels and @dominic_toliver for your amazing and hilarious reactions- and @iamlorengray your eye roll really was aStOnIsHiNg 🥰😘💗,191,2020-02-27 14:23:03,Twitter for iPhone,38962,3994,taylorswift13,1233034818033569793,False,,en,February
Just sitting here pondering how happy I am that The Man music video is OUT. I want to say thank you to so many people- Gotta thank @TheRock for voicing The Man and for being so supportive of my music for years (and now my directorial debut!)-,266,2020-02-27 14:22:18,Twitter for iPhone,118492,19363,taylorswift13,1233034629461860353,False,https://t.co/6G9G21Lw8J,en,February
Man down. After a massive mantrum. 🎾 #TheManMusicVideo is out now!,114,2020-02-27 12:07:41,Twitter for iPhone,120838,28842,taylorswift13,1233000748373417984,False,https://t.co/9pGiwD8ZWa,en,February
"One small step for the man, one giant leap for #TheManMusicVideo...1.5 hours to go! I’m counting down with you on the premiere page:",180,2020-02-27 10:38:56,Twitter for iPhone,67974,12810,taylorswift13,1232978414350536705,False,https://t.co/HnovGRN82i,en,February
Oh man...music video tomorrow at 7 A.M. EST! And I’m going to be chatting/answering your questions/mansplaining the video on YouTube starting an hour before at 6 A.M. EST,194,2020-02-26 13:03:16,Twitter Media Studio,148566,31065,taylorswift13,1232652348209664001,False,https://t.co/OJmaYDbsOo,en,February
"There are 19 hands in the hallway 

... but only 2 days until The Man Music Video",105,2020-02-25 21:15:58,Twitter for iPhone,163613,33089,taylorswift13,1232413954460258314,False,https://t.co/pePLcEwxtQ,en,February
The Man - Live From Paris is out now!,85,2020-02-18 05:24:04,Twitter Media Studio,97088,20463,taylorswift13,1229637685599522816,False,https://t.co/QZofz2CNxF,en,February
"The Man - Live From Paris  ✨ 
Song/video tonight at Midnight ET",87,2020-02-17 15:10:57,Twitter for iPhone,131014,20798,taylorswift13,1229422992482086912,False,https://t.co/Mr579hZtZe,en,February
"@billybragg It was excellent meeting you and this is so nice of you to say.  💗 See you at Glasto, new friend!",109,2020-02-13 23:32:29,Twitter for iPhone,7973,721,taylorswift13,1228099654249828352,False,,en,February
🎶I enjoy nights in Brixton🎶 but especially when they’re like last night @NME! Met @clairo @beabad00bee &amp; @fkatwigs who are amazing. Got to tell @robynkonichiwa she’s the melody queen of my musical heart &amp; got to take another middle finger trophy home to the felines. 🇬🇧🍾🥂,303,2020-02-13 22:58:33,Twitter for iPhone,93514,12553,taylorswift13,1228091115602993152,False,https://t.co/JN3fjyKQ5v,en,February
#TheManLyricVideo is out now!,77,2020-02-07 17:09:41,Twitter for iPhone,116898,27666,taylorswift13,1225828992286154753,False,https://t.co/AuS7exiv4n,en,February
#TheManLyricVideo out tomorrow at Noon EST,66,2020-02-06 22:16:59,Twitter for iPhone,137676,29777,taylorswift13,1225543939530395650,False,https://t.co/a7D6ZTONGn,en,February
"It’s an honor to get to work with such an incredible team, especially when it comes to my favorite thing in the world: songwriting. 🎶😄 &amp; swipe photos to see one of my other fav things: a fluffy floofy cat.",209,2020-02-06 17:05:36,Twitter for iPhone,43134,4226,taylorswift13,1225465576891568130,False,,en,February
Jody is an advocate for women’s empowerment and one of the most-respected and accomplished industry leaders. Troy Tomlinson has been an amazing part of my team for over half my life and a passionate torchbearer for songwriters.,227,2020-02-06 17:05:35,Twitter for iPhone,45133,4260,taylorswift13,1225465575482068992,False,,en,February
"I’m proud to extend my partnership with Lucian Grainge and the Universal Music family by signing with Universal Music Publishing Group, and for the opportunity to work with Jody Gerson, the first woman to run a major music publishing company.",266,2020-02-06 17:05:35,Twitter for iPhone,149123,18093,taylorswift13,1225465572588171264,False,https://t.co/DJJRd9BQIx,en,February
#MissAmericana is on @NetflixFilm! I’m excited for you to see it. I want to thank Lana Wilson for her curiosity &amp; for wanting to make this film. It’s wild to be sharing so much of my life because it’s scary to be vulnerable! (understatement of the century),308,2020-01-31 13:06:31,Twitter for iPhone,134781,26273,taylorswift13,1223231083044593672,False,https://t.co/Ot56y6jnCs,en,January
For a limited time #MissAmericana will be playing in select theaters - tickets available at  🎉 And stream it globally on @NetflixFilm January 31!,192,2020-01-30 02:53:46,Twitter for iPhone,72275,10504,taylorswift13,1222714493110837249,False,https://t.co/I4b7yZZZss,en,January
☃️❄️Sundance was as snowy and fun as this photo shoot foreshadowed❄️☃️ Thank you so much @Variety @ChrisWillman @shirleyhalperin for this cover/interview and Mary Ellen Matthews for taking these pics. Can’t wait for Jan 31 when #MissAmericana comes out on @NetflixFilm!,293,2020-01-27 19:23:42,Twitter for iPhone,114648,15301,taylorswift13,1221876454213943296,False,https://t.co/Pq4U6l5nKs,en,January
"My heart is in pieces hearing the news of this unimaginable tragedy. I can’t fathom what the families are going through. Kobe meant so much to me and to us all. Sending my prayers, love, and endless condolences to Vanessa and the family and anyone who lost someone on that flight.",280,2020-01-26 21:29:18,Twitter for iPhone,631729,78987,taylorswift13,1221545674988310533,False,,en,January
Miss Americana - Official Trailer · It’s been a long time coming ✨ Out in select theaters and on @NetflixFilm January 31,168,2020-01-22 15:38:14,Twitter for iPhone,230777,67007,taylorswift13,1220007771669778433,False,https://t.co/Ot56y6jnCs,en,January
Miss Americana 🎬 January 31 on @NetflixFilm,92,2020-01-15 22:23:28,Twitter for iPhone,182277,45890,taylorswift13,1217573039719768065,False,https://t.co/Ot56y6jnCs,en,January
