Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,isRT,tco,Language,Month,TweetsTokenized
"For more information on this virtual meeting with world leaders and international organizations, focused on addressing economic challenges and sustainability, click here:",194,2020-05-28 13:02:47,Twitter for iPhone,294,60,JustinTrudeau,1265991912739213312,False,https://t.co/PiBRRstV7l,en,May,"['information', 'virtual', 'meeting', 'world', 'leaders', 'international', 'organizations', 'focused', 'addressing', 'economic', 'challenges', 'sustainability', 'click']"
"We’re in a global health, economic, and social crisis. The best way to help our people and economies rebound is to work together. That’s why @AntonioGuterres, @AndrewHolnessJM, and I are hosting a meeting with leaders from around the world. Watch it live:",279,2020-05-28 12:16:59,Twitter for iPhone,1402,335,JustinTrudeau,1265980384153604096,False,https://t.co/phv92Fg1Q8,en,May,"['global', 'health', 'economic', 'social', 'crisis', 'best', 'help', 'people', 'economies', 'rebound', 'work', 'together', '@antonioguterres', '@andrewholnessjm', 'hosting', 'meeting', 'leaders', 'world', 'watch', 'live']"
"COVID-19 is still a serious health threat. Keep two metres apart from others, wash your hands, and never leave home if you think you may be sick. And if you’re someplace where physical distancing isn’t possible, wear a non-medical mask - here’s more info:",279,2020-05-28 01:05:35,Twitter for iPhone,6979,1455,JustinTrudeau,1265811424879747074,False,https://t.co/2nGym9U2kV,en,May,"['covid19', 'still', 'serious', 'health', 'threat', 'metres', 'apart', 'wash', 'hands', 'leave', 'home', 'think', 'may', 'sick', 'someplace', 'physical', 'distancing', 'isnt', 'possible', 'wear', 'nonmedical', 'mask', 'heres', 'info']"
I had a call with President @MoiseJovenel this morning about the COVID-19 situation and the need for international cooperation. He and I both look forward to discussing that more at the virtual event Canada’s hosting with the @UN and Jamaica tomorrow.,275,2020-05-27 21:43:51,Twitter for iPhone,599,90,JustinTrudeau,1265760654985748480,False,https://t.co/eWYoslNw6Z,en,May,"['call', 'president', '@moisejovenel', 'morning', 'covid19', 'situation', 'international', 'cooperation', 'forward', 'discussing', 'virtual', 'event', 'canadas', 'hosting', '@un', 'jamaica', 'tomorrow']"
"Are you between the ages of 15 and 30 and looking to put your skills to use? There are thousands of job opportunities available across the country right now, and more are being added - this is your chance! Take a look at the openings and apply today:",298,2020-05-27 20:02:18,Twitter for iPhone,1711,446,JustinTrudeau,1265735097405366274,False,https://t.co/uTjXneGWzS,en,May,"['ages', '15', '30', 'looking', 'put', 'skills', 'use', 'thousands', 'job', 'opportunities', 'available', 'across', 'country', 'added', 'chance', 'take', 'openings', 'apply']"
"We’re focused on making sure everyone has the support they need to pull through. And today, I’m giving an update on the work we’re doing to help business owners and workers across the country. Tune in now for the latest:",244,2020-05-27 15:03:19,Twitter for iPhone,791,128,JustinTrudeau,1265659859145560064,False,https://t.co/6rAnhQ6R3y,en,May,"['focused', 'making', 'everyone', 'support', 'pull', 'giving', 'update', 'work', 'help', 'business', 'owners', 'workers', 'across', 'country', 'tune', 'latest']"
"If you’re looking for work right now, there are thousands of jobs available in our agri-food sector and more than 44,000 openings in essential services. To see how you can contribute to Canada’s response to COVID-19, check out the Job Bank here:",269,2020-05-26 23:12:54,Twitter for iPhone,4406,1192,JustinTrudeau,1265420675394801664,False,https://t.co/3ODiMRfr38,en,May,"['looking', 'work', 'thousands', 'jobs', 'available', 'agrifood', 'sector', '44000', 'openings', 'essential', 'services', 'contribute', 'canadas', 'response', 'covid19', 'check', 'job', 'bank']"
"We’ve also signed a new contract for 10,000 ventilators that are being produced through a partnership between Dr. Art McDonald, a Canadian Nobel Laureate, and @VexosTeam. Deliveries will begin this summer, bringing our order total of made-in-Canada ventilators to 40,000.",271,2020-05-26 20:16:35,Twitter for iPhone,647,88,JustinTrudeau,1265376303852773378,False,,en,May,"['signed', 'new', 'contract', '10000', 'ventilators', 'produced', 'partnership', 'dr', 'art', 'mcdonald', 'canadian', 'nobel', 'laureate', '@vexosteam', 'deliveries', 'begin', 'summer', 'bringing', 'order', 'madeincanada', 'ventilators', '40000']"
"Update on personal protective equipment: From masks to hospital gowns, we continue to ship items to front line workers. And to keep people safe and help slow the spread of COVID-19, we signed a contract with @GMCanada for @UniforTheUnion workers to produce 10 million face masks.",279,2020-05-26 20:16:34,Twitter for iPhone,1582,246,JustinTrudeau,1265376302141448192,False,,en,May,"['update', 'personal', 'protective', 'equipment', 'masks', 'hospital', 'gowns', 'continue', 'ship', 'items', 'front', 'line', 'workers', 'people', 'safe', 'help', 'slow', 'spread', 'covid19', 'signed', 'contract', '@gmcanada', '@unifortheunion', 'workers', 'produce', '10', 'million', 'face', 'masks']"
"So to advance concrete solutions and support people both at home and abroad, I am convening a virtual meeting with @AndrewHolnessJM and the @UN’s @AntonioGuterres this Thursday. Together with leaders from around the world, we will chart a path forward.",276,2020-05-26 17:17:38,Twitter Web App,962,194,JustinTrudeau,1265331269459750913,False,https://t.co/PAerbHyQ30,en,May,"['advance', 'concrete', 'solutions', 'support', 'people', 'home', 'abroad', 'convening', 'virtual', 'meeting', '@andrewholnessjm', '@uns', '@antonioguterres', 'thursday', 'together', 'leaders', 'world', 'chart', 'path', 'forward']"
"More than 300 million people globally will be out of work, and more than 30 million people will be pushed into extreme poverty, because of COVID-19. As a country where people’s jobs depend on economies around the world, and as Canadians, we must do all that we can to help out.",277,2020-05-26 17:17:37,Twitter Web App,6680,1028,JustinTrudeau,1265331266796298240,False,,en,May,"['300', 'million', 'people', 'globally', 'work', '30', 'million', 'people', 'pushed', 'extreme', 'poverty', 'covid19', 'country', 'peoples', 'jobs', 'depend', 'economies', 'world', 'canadians', 'help']"
I’m giving an update on the steps we’re taking to keep you safe and make sure those on the front lines have the personal protective equipment they need. Watch live for the details:,204,2020-05-26 15:12:06,Twitter for iPhone,712,119,JustinTrudeau,1265299679060856837,False,https://t.co/I2p2V9uQRl,en,May,"['giving', 'update', 'steps', 'taking', 'safe', 'front', 'lines', 'personal', 'protective', 'equipment', 'watch', 'live', 'details']"
"In a world that’s more connected than ever, global coordination against COVID-19 is important. That’s what I spoke about with Chancellor Angela Merkel on our call today. Read a summary here:",214,2020-05-25 23:05:12,Twitter for iPhone,1122,229,JustinTrudeau,1265056351945973762,False,https://t.co/I98EdKdYPQ,en,May,"['world', 'connected', 'global', 'coordination', 'covid19', 'important', 'spoke', 'chancellor', 'angela', 'merkel', 'call', 'summary']"
I had a good call with @EmmanuelMacron again today - we updated each other on the progress we’re making in the fight against COVID-19 and agreed on the need for more international cooperation to fight the virus.,235,2020-05-25 22:04:38,Twitter for iPhone,1574,243,JustinTrudeau,1265041111179038720,False,https://t.co/GG9kP64mCn,en,May,"['good', 'call', '@emmanuelmacron', 'updated', 'progress', 'making', 'fight', 'covid19', 'agreed', 'international', 'cooperation', 'fight', 'virus']"
"With this program, we’re making sure small business owners can get the help they need to recover and come back after the pandemic. For more on the Canada Emergency Commercial Rent Assistance program, click here:",235,2020-05-25 20:49:23,Twitter for iPhone,385,78,JustinTrudeau,1265022172424216580,False,https://t.co/POYF5m6i77,en,May,"['program', 'making', 'business', 'owners', 'help', 'recover', 'pandemic', 'canada', 'emergency', 'commercial', 'rent', 'assistance', 'program', 'click']"
"Applications are now open for the Canada Emergency Commercial Rent Assistance program. So if you’re a property owner, you can now apply for support to help you reduce rent for your small business tenants by 75% for the months of April, May, and June.",250,2020-05-25 20:49:23,Twitter for iPhone,2215,428,JustinTrudeau,1265022171337895938,False,,en,May,"['applications', 'canada', 'emergency', 'commercial', 'rent', 'assistance', 'program', 'property', 'owner', 'apply', 'support', 'help', 'reduce', 'rent', 'business', 'tenants', '75', 'months', 'april', 'may', 'june']"
I’m starting the week with an update on the Canada Emergency Commercial Rent Assistance and the work we’re doing to get you the support you need. Tune in now for the latest:,197,2020-05-25 15:22:21,Twitter for iPhone,797,132,JustinTrudeau,1264939872055431168,False,https://t.co/Tu7CZ0iDmd,en,May,"['starting', 'week', 'update', 'canada', 'emergency', 'commercial', 'rent', 'assistance', 'work', 'support', 'tune', 'latest']"
"This week, we say thank you to the paramedics and communications officers who answer our calls for help and work hard to keep us safe. Thank you for being there when we need you the most.",235,2020-05-24 13:04:38,Twitter Media Studio,5687,829,JustinTrudeau,1264542824156012544,False,https://t.co/ucbSj1vCWT,en,May,"['week', 'thank', 'paramedics', 'communications', 'officers', 'answer', 'calls', 'help', 'work', 'hard', 'safe', 'thank']"
"Today across the country and around the world, Muslims are celebrating Eid al-Fitr and marking the end of Ramadan. To all the Muslim Canadians who are carrying out traditions at home and getting together online, I’m wishing you the very best. Eid Mubarak!",303,2020-05-23 22:40:25,Twitter Media Studio,25960,6679,JustinTrudeau,1264325340836630529,False,https://t.co/wdg90Tokr8,en,May,"['across', 'country', 'world', 'muslims', 'celebrating', 'eid', 'alfitr', 'marking', 'end', 'ramadan', 'muslim', 'canadians', 'carrying', 'traditions', 'home', 'together', 'online', 'wishing', 'best', 'eid', 'mubarak']"
"There’s nothing quite like an East Coast Kitchen Party! And while things haven’t exactly been easy lately, we’re going to get through it all together. So tune in tonight and enjoy the show - and remember you’re not alone. #SickNotWeak ➡️",285,2020-05-23 21:37:50,Twitter for iPhone,604,120,JustinTrudeau,1264309587408289792,False,https://t.co/jl8ZS7VZmk,en,May,"['theres', 'nothing', 'quite', 'east', 'coast', 'kitchen', 'party', 'havent', 'exactly', 'easy', 'lately', 'together', 'tune', 'tonight', 'enjoy', 'show', 'remember', 'alone', '#sicknotweak']"
"Just replied to some more #CanadaHomeworkHelp questions. I’m still looking through the questions - so if you have any, use the hashtag and I’ll see how my friends and I can help. And if you want to help answer some, please do! Let’s make sure our kids know we’re there for them.",278,2020-05-23 20:10:24,Twitter for iPhone,3348,509,JustinTrudeau,1264287585825886215,False,,en,May,"['replied', '#canadahomeworkhelp', 'questions', 'still', 'looking', 'questions', 'use', 'hashtag', 'friends', 'help', 'help', 'answer', 'please', 'lets', 'kids']"
@fireproofamy7 Hi Amy and Amy’s little brother! That’s an important question - let’s see if our Minister of Justice can help you out with a quick summary. @DavidLametti? #CanadaHomeworkHelp,189,2020-05-23 19:58:47,Twitter for iPhone,63,10,JustinTrudeau,1264284663582994440,False,,en,May,"['@fireproofamy7', 'hi', 'amy', 'amys', 'little', 'brother', 'important', 'question', 'lets', 'minister', 'justice', 'help', 'quick', 'summary', '@davidlametti', '#canadahomeworkhelp']"
"@herbieCB Thanks for the question, Lucas and Liam - loved the video! It doesn’t seem like you need much advice from me. But know public speaking takes a lot of practice. And it’s okay to make mistakes. Just be confident, go slowly, and speak clearly. You’ve got this! #CanadaHomeworkHelp",287,2020-05-23 19:52:46,Twitter for iPhone,55,8,JustinTrudeau,1264283147249868806,False,,en,May,"['@herbiecb', 'thanks', 'question', 'lucas', 'liam', 'loved', 'video', 'seem', 'advice', 'public', 'speaking', 'takes', 'lot', 'practice', 'okay', 'mistakes', 'confident', 'slowly', 'speak', 'clearly', 'youve', '#canadahomeworkhelp']"
"We’re not out of the woods yet. COVID-19 remains a serious health threat. Even as the weather gets nicer, we need to follow public health rules - or we risk losing the progress we’ve made. So wash your hands, keep two metres apart from others, and protect our front line workers.",279,2020-05-23 17:33:33,Twitter for iPhone,12601,2827,JustinTrudeau,1264248113411358723,False,,en,May,"['woods', 'covid19', 'remains', 'serious', 'health', 'threat', 'weather', 'gets', 'nicer', 'follow', 'public', 'health', 'rules', 'risk', 'losing', 'progress', 'wash', 'hands', 'metres', 'apart', 'protect', 'front', 'line', 'workers']"
"More than a century ago, passengers on board the Komagata Maru were turned away from Canada. Today, we remember the victims of this incident, reflect on the importance of inclusion and diversity, and vow to never repeat the mistakes of our past.",269,2020-05-23 15:55:50,Twitter for iPhone,1618,313,JustinTrudeau,1264223521045168128,False,https://t.co/xwSiP1PcZ0,en,May,"['century', 'passengers', 'board', 'komagata', 'maru', 'turned', 'away', 'canada', 'remember', 'victims', 'incident', 'reflect', 'importance', 'inclusion', 'diversity', 'vow', 'repeat', 'mistakes', 'past']"
"To all the students who are going to virtual prom tonight: Congratulations on everything you’ve accomplished, have fun, and enjoy this moment. #PromIsOn2020",204,2020-05-22 23:03:21,Twitter for iPhone,1432,211,JustinTrudeau,1263968724568158210,False,https://t.co/6rLxUmY3bg,en,May,"['students', 'virtual', 'prom', 'tonight', 'congratulations', 'youve', 'accomplished', 'fun', 'enjoy', 'moment', '#promison2020']"
"We’re also working with the provinces and territories to make sure the data they’re collecting is being shared - so we can track the spread of the virus, adapt our response as needed, and save lives. Because at the end of the day, we’re all working to keep you safe and healthy.",278,2020-05-22 21:59:43,Twitter for iPhone,1064,133,JustinTrudeau,1263952708303814658,False,,en,May,"['working', 'provinces', 'territories', 'data', 'collecting', 'shared', 'track', 'spread', 'virus', 'adapt', 'response', 'needed', 'save', 'lives', 'end', 'working', 'safe', 'healthy']"
"We’ve also made federal resources available to help the provinces and territories with contact tracing. We’ve trained federal employees who can make 3,600 calls a day, 7 days a week. On top of that, Statistics Canada has 1,700 interviewers who can make up to 20,000 calls a day.",278,2020-05-22 21:59:43,Twitter for iPhone,1100,133,JustinTrudeau,1263952707079061504,False,,en,May,"['federal', 'resources', 'available', 'help', 'provinces', 'territories', 'contact', 'tracing', 'trained', 'federal', 'employees', '3600', 'calls', '7', 'days', 'week', 'top', 'statistics', 'canada', '1700', 'interviewers', '20000', 'calls']"
"We’re working with the provinces and territories to ramp up capacity and expand testing by procuring things like reagents and swabs. Because by taking these steps across the country, we’ll be able to identify and isolate new cases even faster.",243,2020-05-22 21:59:42,Twitter for iPhone,438,56,JustinTrudeau,1263952705913081856,False,,en,May,"['working', 'provinces', 'territories', 'ramp', 'capacity', 'expand', 'testing', 'procuring', 'reagents', 'swabs', 'taking', 'steps', 'across', 'country', 'able', 'identify', 'isolate', 'new', 'cases', 'faster']"
"In order for our economy to reopen, we need to be able to quickly detect and control any future outbreaks through testing, contact tracing, and data collection. That’s why our government is ready to support, facilitate, and fund this important work across the country.",268,2020-05-22 21:59:42,Twitter for iPhone,5673,772,JustinTrudeau,1263952704507961344,False,,en,May,"['order', 'economy', 'reopen', 'able', 'quickly', 'detect', 'control', 'future', 'outbreaks', 'testing', 'contact', 'tracing', 'data', 'collection', 'government', 'ready', 'support', 'facilitate', 'fund', 'important', 'work', 'across', 'country']"
"COVID-19 remains a serious public health threat, but we’re working with the provinces and territories to keep you safe. Watch live for an update on testing, contact tracing, and more:",207,2020-05-22 14:34:16,Twitter Web App,676,133,JustinTrudeau,1263840607652458498,False,https://t.co/JrPpNAKdnE,en,May,"['covid19', 'remains', 'serious', 'public', 'health', 'threat', 'working', 'provinces', 'territories', 'safe', 'watch', 'live', 'update', 'testing', 'contact', 'tracing']"
"The news from Pakistan this morning is devastating. To the families and friends of those who lost their lives in the crash of PK 8303, and to everyone affected by this terrible tragedy, our hearts go out to you. Canadians are keeping you in our thoughts today.",260,2020-05-22 14:21:53,Twitter Web App,39360,6909,JustinTrudeau,1263837491183980544,False,,en,May,"['news', 'pakistan', 'morning', 'devastating', 'families', 'friends', 'lost', 'lives', 'crash', 'pk', '8303', 'everyone', 'affected', 'terrible', 'tragedy', 'hearts', 'canadians', 'keeping', 'thoughts']"
"To keep you safe and get you the support you need, we’re working closely with the provinces and territories. And on our tenth weekly call with @cafreeland and the premiers, we spoke about testing, contact tracing, and what more we can do together as Team Canada.",262,2020-05-22 01:57:48,Twitter for iPhone,3146,432,JustinTrudeau,1263650234686717953,False,,en,May,"['safe', 'support', 'working', 'closely', 'provinces', 'territories', 'tenth', 'weekly', 'call', '@cafreeland', 'premiers', 'spoke', 'testing', 'contact', 'tracing', 'together', 'team', 'canada']"
"Happy Vyshyvanka Day! Today, we proudly show our support for Ukrainian culture, tradition, and history. And every day, we stand with Ukrainian Canadians who make our communities more vibrant and our country stronger. #VyshyvankaCanada2020",262,2020-05-21 21:19:34,Twitter for iPhone,1039,182,JustinTrudeau,1263580216921915393,False,https://t.co/fcVlJisHsT,en,May,"['happy', 'vyshyvanka', 'proudly', 'show', 'support', 'ukrainian', 'culture', 'tradition', 'history', 'stand', 'ukrainian', 'canadians', 'communities', 'vibrant', 'country', 'stronger', '#vyshyvankacanada2020']"
"President Nyusi and I spoke on the phone about the COVID-19 pandemic. We shared the steps we’re taking to keep people safe in our two countries and how, together, we can build a fairer and more inclusive world for all. More on our conversation:",268,2020-05-21 19:20:23,Twitter for iPhone,589,85,JustinTrudeau,1263550222698975233,False,https://t.co/uXMIQwBoh6,en,May,"['president', 'nyusi', 'spoke', 'phone', 'covid19', 'pandemic', 'shared', 'steps', 'taking', 'people', 'safe', 'countries', 'together', 'build', 'fairer', 'inclusive', 'world', 'conversation']"
"COVID-19 is having unique impacts on Indigenous peoples across the country, including those living in urban centres or off reserve. So today, we’re increasing funding for Indigenous organizations that are providing the services and support they need.",274,2020-05-21 16:08:55,Twitter Web App,922,191,JustinTrudeau,1263502038052286468,False,https://t.co/dJkAQLwdoR,en,May,"['covid19', 'unique', 'impacts', 'indigenous', 'peoples', 'across', 'country', 'living', 'urban', 'centres', 'reserve', 'increasing', 'funding', 'indigenous', 'organizations', 'providing', 'services', 'support']"
I’m giving an update on our government’s response to the COVID-19 pandemic. Tune in now for more on how we’re helping Indigenous peoples and organizations across the country:,198,2020-05-21 15:16:03,Twitter for iPhone,582,102,JustinTrudeau,1263488735762669568,False,https://t.co/anrpxFK3yP,en,May,"['giving', 'update', 'governments', 'response', 'covid19', 'pandemic', 'tune', 'helping', 'indigenous', 'peoples', 'organizations', 'across', 'country']"
"Had a different kind of caucus meeting this evening - but it doesn’t matter whether we meet in person or by videoconference, our top priority will always be keeping you safe and getting you the support you need. That’s what we’re focused on every single day.",258,2020-05-21 00:15:58,Twitter for iPhone,6074,596,JustinTrudeau,1263262220198297602,False,,en,May,"['different', 'kind', 'caucus', 'meeting', 'evening', 'matter', 'whether', 'meet', 'person', 'videoconference', 'top', 'priority', 'keeping', 'safe', 'support', 'focused', 'single']"
"I had a good chat with Prime Minister @MiaAmorMottley this morning. We talked about COVID-19 and the need for international cooperation, as well as the challenges small island states are facing and what more we can do together. Thanks for the call, Mia.",277,2020-05-20 20:00:29,Twitter for iPhone,440,77,JustinTrudeau,1263197927859765249,False,https://t.co/8j34OKblJ9,en,May,"['good', 'chat', 'prime_minister', '@miaamormottley', 'morning', 'talked', 'covid19', 'international', 'cooperation', 'challenges', 'island', 'states', 'facing', 'together', 'thanks', 'call', 'mia']"
"If you’re a landlord, and you and your tenant are eligible, you can apply for this benefit starting Monday, May 25th. For more details on the support we’re offering, and to find out what information you’ll need for your application, click here:",268,2020-05-20 18:31:07,Twitter for iPhone,368,93,JustinTrudeau,1263175436642799621,False,https://t.co/sdG8lQbb5x,en,May,"['landlord', 'tenant', 'eligible', 'apply', 'benefit', 'starting', 'monday', 'may', '25th', 'details', 'support', 'offering', 'find', 'information', 'youll', 'application', 'click']"
"To help small businesses who’ve been hit hard by COVID-19, we created the Canada Emergency Commercial Rent Assistance. Together with the provinces and territories, we’ll provide forgivable loans to landlords so they can reduce rent for small business tenants by 75%.",266,2020-05-20 18:31:07,Twitter for iPhone,1987,374,JustinTrudeau,1263175435212505090,False,,en,May,"['help', 'businesses', 'whove', 'hit', 'hard', 'covid19', 'created', 'canada', 'emergency', 'commercial', 'rent', 'assistance', 'together', 'provinces', 'territories', 'provide', 'forgivable', 'loans', 'landlords', 'reduce', 'rent', 'business', 'tenants', '75']"
I’m giving an update on the steps we’re taking to keep more businesses open and more Canadians working. Tune in now for more on what we’re doing to help business owners and workers across the country:,224,2020-05-20 15:02:25,Twitter for iPhone,647,123,JustinTrudeau,1263122917849792514,False,https://t.co/TglP8z0Fzo,en,May,"['giving', 'update', 'steps', 'taking', 'businesses', 'canadians', 'working', 'tune', 'help', 'business', 'owners', 'workers', 'across', 'country']"
We’re also working to make sure as much of this equipment as possible can be produced right here in Canada. We now have 15 contracts across the country to make hospital gowns - and Montreal’s @Samuelsohn1923 will start making deliveries by the end of the month.,261,2020-05-19 22:35:19,Twitter for iPhone,1664,189,JustinTrudeau,1262874503270596608,False,,en,May,"['working', 'equipment', 'possible', 'produced', 'canada', '15', 'contracts', 'across', 'country', 'hospital', 'gowns', 'montreals', '@samuelsohn1923', 'start', 'making', 'deliveries', 'end', 'month']"
"Update on personal protective equipment: We’ve doubled our inventory of surgical masks and face shields. And hundreds of thousands of hospital gowns, glasses, face shields, and swabs will be delivered to provinces and territories in the coming weeks.",250,2020-05-19 22:35:19,Twitter for iPhone,5522,671,JustinTrudeau,1262874502058463233,False,,en,May,"['update', 'personal', 'protective', 'equipment', 'doubled', 'inventory', 'surgical', 'masks', 'face', 'shields', 'hundreds', 'thousands', 'hospital', 'gowns', 'glasses', 'face', 'shields', 'swabs', 'delivered', 'provinces', 'territories', 'coming', 'weeks']"
