kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_all,freq_all
real,1,peoples,1,reminder,2,testing,2,8pm,1,levels,3,professionals,6
may,1,figure,1,consequences,2,racial,2,worth,1,action,3,useful,6
generation,1,end,1,save,2,easter,2,honor,1,third,2,fight,6
favorite,1,perseverance,1,act,2,story,2,become,1,progress,2,makes,6
jail,1,take,1,measures,2,shes,2,offer,1,useful,2,justice,6
fans,1,someone,1,workers,2,continue,2,wordsand,1,seen,2,coming,6
higher,1,patriotic,1,forward,2,power,2,loss,1,point,2,chicago,6
heartbreaking,1,level,1,approach,2,change,2,protect,1,anger,2,cant,6
prayers,1,next,1,experts,2,cant,2,step,1,city,2,states,6
enough,1,standing,1,everyone,2,faith,2,wait,1,elect,2,class,6
australia,1,engaged,1,social,2,determines,1,normal,1,@joebiden,2,best,6
nba,1,turn,1,covid19,2,create,1,death,1,chicago,2,join,6
brilliance,1,glad,1,old,2,issue,1,collector,1,changed,2,care,6
earthquakes,1,ideas,1,great,2,informed,1,think,1,concrete,2,reminder,6
best,1,reaching,1,michelle,2,whove,1,support,1,reminder,2,together,6
story,1,extraordinary,1,anybody,2,withers,1,tradeoffs,1,resources,2,vulnerable,6
magnitude,1,history,1,justice,2,risking,1,organize,1,mayors,2,stay,6
court,1,partner,1,spirit,2,heal,1,excited,1,mentioned,2,bring,5
spirit,1,story,1,debt,2,break,1,ramp,1,peaceful,2,ive,5
call,1,scenes,1,distancing,2,citizenry,1,celebrate,1,connect,2,months,5
congrats,1,steven,1,elderly,2,americans,1,milestone,1,health,2,government,5
focused,1,breaking,1,local,2,monitoring,1,recognize,1,build,2,moment,5
@michelleobama,1,love,1,face,2,curve,1,supporting,1,everybody,2,act,5
changed,1,data,1,ahead,2,wisconsin,1,graduating,1,support,2,distancing,5
conscience,1,gift,1,lines,2,early,1,gave,1,help,2,approach,5
young,1,world,1,listen,2,belief,1,parts,1,local,2,thank,5
gianna,1,follow,1,neighbors,2,provides,1,covid19the,1,hope,2,america,5
glad,1,explore,1,importance,2,schools,1,wind,1,gun,2,life,5
birmingham,1,higher,1,hit,2,safely,1,testing,1,town,2,another,5
playgrounds,1,coming,1,watch,2,talented,1,dealt,1,politics,2,everybody,5
documentary,1,civic,1,primer,2,storytime,1,illustrates,1,new,2,progress,5
couple,1,#blackhistorymonth,1,carried,2,moments,1,vital,1,speaking,2,takes,5
exactly,1,generation,1,ability,2,generations,1,floyd,1,channeling,2,may,5
love,1,articles,1,stories,2,exile,1,election,1,vote,2,history,5
proud,1,thanks,1,especially,2,ultimately,1,power,1,part,2,americans,5
world,1,greensboro,1,love,2,navigate,1,slowed,1,heart,2,activists,4
theyve,1,hope,1,responders,2,demand,1,battleground,1,mental,2,economic,4
clarity,1,along,1,best,2,tonic,1,making,1,yesterday,2,hit,4
year,1,@repjohnlewis,1,example,2,filling,1,nationwide,1,hall,2,generations,4
latest,1,hidden,1,family,2,system,1,earned,1,celebration,2,system,4
tests,1,engagement,1,transit,2,music,1,terrific,1,heres,2,matter,4
fellow,1,paving,1,americans,2,adapt,1,times,1,nashville,2,seen,4
dr,1,stars,1,leaders,2,cheap,1,guard,1,ideals,2,@mbk_alliance,4
legend,1,making,1,weeks,2,crucial,1,school,1,reforms,2,use,4
mike,1,old,1,giving,2,pathway,1,limit,1,problem,2,next,4
melbourne,1,real,1,lets,2,struggle,1,@michelleobama,1,highlight,2,proud,4
creating,1,great,1,owe,2,join,1,statement,1,government,2,weeks,4
2020,1,downright,1,front,2,businesses,1,skills,1,second,2,local,4
kind,1,streak,1,crossed,1,thinking,1,talent,1,national,2,build,4
pull,1,felt,1,organizers,1,pressure,1,guided,1,join,2,protest,4
thing,1,thirty,1,encouraged,1,arent,1,turnout,1,priority,2,stories,4
injustices,1,division,1,wept,1,drive,1,outbreaks,1,kid,2,level,4
shown,1,@michelleobama,1,working,1,member,1,virus,1,lives,2,laws,4
activist,1,acts,1,real,1,willing,1,cityand,1,@repjohnlewis,1,remember,4
players,1,together,1,protecting,1,@cecmunoz,1,lost,1,overwhelming,1,testing,4
rico,1,congrats,1,shoulders,1,apart,1,forms,1,ballots,1,virus,4
team,1,solutions,1,lgbt,1,counted,1,democratic,1,force,1,something,4
mahar,1,democracy,1,marginalized,1,color,1,taken,1,extraordinary,1,story,4
