Tweets,Length,Date,Source,Favourites,RTs,Username,id_str
RT @PattyHajdu: 11 Canadians each day are diagnosed with MS. Join me today in reaching out to someone in your life or you community who is…,139,2020-05-30 17:54:37,Twitter for iPhone,0,155,JustinTrudeau,1266790130485997573
RT @PattyHajdu: 11 Canadiens reçoivent chaque jour un diagnostic de sclérose en plaques. Rejoignez-moi aujourd'hui pour tendre la main à qu…,140,2020-05-30 17:54:35,Twitter for iPhone,0,34,JustinTrudeau,1266790119647916032
"An estimated 1 in 385 Canadians live with MS. On this #WorldMSDay, whether you’re getting active or getting creative, @MSSocietyCanada wants to know how you’re showing your support and challenging MS. Learn more here and let’s #MakeMSMatter together: https://t.co/OJRjMwGRxq https://t.co/btpAec9pz8",298,2020-05-30 14:35:36,Twitter for iPhone,1281,313,JustinTrudeau,1266740044817203206
"Environ 1 Canadien sur 385 souffre de la sclérose en plaques. En cette #JournéeMondialeDeLaSEP, que vous soyez actif ou créatif, la @SocCanDeLaSP veut savoir comment vous montrez votre soutien et vous luttez contre la SP. Agissons ensemble : https://t.co/qKcpCLY58P #prioriteSP https://t.co/6t24XQdHsp",301,2020-05-30 14:35:26,Twitter for iPhone,234,49,JustinTrudeau,1266740002370793473
"RT @FilomenaTassi: As Canadian workplaces begin to re-open, #COVID19 brings new challenges for health and safety. The @CCOHS has created a…",139,2020-05-29 22:26:28,Twitter for iPhone,0,83,JustinTrudeau,1266496156374388741
"RT @FilomenaTassi: Alors que les lieux de travail canad. commencent à rouvrir, la #COVID19 amène de nouveaux défis pour la sécurité + santé…",140,2020-05-29 22:26:26,Twitter for iPhone,0,31,JustinTrudeau,1266496146110849025
"RT @L_MacAulay: Since the Suez Crisis, Canadians have played a vital in role in dozens of peace operations.

On #PKDay, we pay tribute to t…",140,2020-05-29 20:31:16,Twitter for iPhone,0,69,JustinTrudeau,1266467164036509707
"RT @L_MacAulay: Depuis la crise de Suez, les Canadiens ont joué un rôle vital dans des dizaines d'opérations de paix.

Le #PKDay, nous rend…",140,2020-05-29 20:31:13,Twitter for iPhone,0,24,JustinTrudeau,1266467151432613889
"For more information on the new supports we announced today and the steps we’re taking to help Indigenous people get through this pandemic, click the link below: https://t.co/c3wmTeA32E",185,2020-05-29 17:08:31,Twitter for iPhone,517,81,JustinTrudeau,1266416139476893701
"Today, we’re announcing more support for Indigenous peoples and communities across the country that will:
✔️ improve access to public health and mental health resources
✔️ help families pay for groceries and make ends meet
✔️ fund new shelters for women and girls fleeing violence",280,2020-05-29 17:08:30,Twitter for iPhone,3901,532,JustinTrudeau,1266416137916551173
"Pour obtenir plus de détails sur les fonds supplémentaires que nous avons annoncés aujourd’hui et l’aide que nous offrons aux peuples autochtones pour les aider à traverser cette pandémie, cliquez sur le lien ci-dessous : https://t.co/3kMmjq3Y9Z",245,2020-05-29 17:08:17,Twitter for iPhone,120,18,JustinTrudeau,1266416083801694215
"On annonce du soutien pour les communautés autochtones pour :
✔️ améliorer l’accès à des ressources en santé publique et en santé mentale
✔️ aider les familles à payer leur épicerie et à joindre les deux bouts
✔️ financer de nouveaux refuges pour les femmes et les filles",271,2020-05-29 17:08:17,Twitter for iPhone,297,51,JustinTrudeau,1266416081704497152
"I’m giving an update on the steps we’re taking to keep you safe from COVID-19, and announcing new funding to help Indigenous families and communities during this crisis. Tune in now for the details: https://t.co/CswTQU28bh",222,2020-05-29 14:32:09,Twitter for iPhone,837,134,JustinTrudeau,1266376789707747333
"Comme à l’habitude, je fais le point sur les mesures qu’on prend pour vous protéger contre la COVID-19. J’annonce aussi de nouveaux fonds pour aider les familles et les communautés autochtones pendant la crise. Regardez maintenant : https://t.co/2WVTHby7gk",256,2020-05-29 14:32:05,Twitter for iPhone,233,42,JustinTrudeau,1266376774323068935
RT @CanadianPM: All property owners eligible for the Canada Emergency Commercial Rent Assistance for small businesses can apply today! More…,140,2020-05-29 13:50:40,Twitter for iPhone,0,82,JustinTrudeau,1266366350995238914
RT @PMcanadien: Tous les propriétaires d’immeubles éligibles à l’Aide d’urgence du Canada pour le loyer commercial destinée aux petites ent…,140,2020-05-29 13:50:36,Twitter for iPhone,0,29,JustinTrudeau,1266366335371493379
"Every day, @UN peacekeepers lay the groundwork for true and lasting peace. They protect the most vulnerable, promote human rights, and are on the front lines in the fight against COVID-19. Today, we thank them for all they do and the sacrifices they make. https://t.co/vDVElzJTUt",279,2020-05-29 13:01:45,Twitter for iPhone,1142,220,JustinTrudeau,1266354041950539777
Les Casques bleus de l’@ONU_fr sont essentiels à une paix véritable et durable. Ils protègent les plus vulnérables et les droits de la personne et sont aux premières lignes de la lutte contre la COVID-19. Remercions-les pour tout ce qu’ils font. https://t.co/MSUKzMyQfX,269,2020-05-29 13:01:31,Twitter for iPhone,202,35,JustinTrudeau,1266353982273982466
"This evening, @cafreeland and I touched base with the premiers again. We talked about the need to take better care of the people who built our country, support jobs and businesses, and more. We’re focused on working together to help you and your family right now.",263,2020-05-29 03:04:11,Twitter for iPhone,3870,452,JustinTrudeau,1266203656371744768
"Ce soir, @cafreeland et moi avons discuté encore une fois avec les premiers ministres. On a notamment parlé de mieux prendre soin des aînés qui ont bâti notre pays ainsi que de la relance de notre économie. On est tous unis et on est là pour vous.",247,2020-05-29 03:03:54,Twitter for iPhone,395,45,JustinTrudeau,1266203585492197376
RT @CanadianPM: Canada is ready to do our part as we help bring the world together in the fight against #COVID19. Read PM Trudeau's remarks…,140,2020-05-29 02:36:44,Twitter for iPhone,0,365,JustinTrudeau,1266196749116473344
RT @PMcanadien: Le Canada est prêt à faire sa part pour amener le monde à lutter ensemble contre la #COVID19. Lisez l’allocution du PM Trud…,140,2020-05-29 02:36:41,Twitter for iPhone,0,132,JustinTrudeau,1266196734927044608
"RT @HonAhmedHussen: We’re making sure Canadian families, who have been impacted by COVID-19, have the support they need. https://t.co/NSATR…",140,2020-05-28 22:12:31,Twitter for iPhone,0,81,JustinTrudeau,1266130259084292096
"RT @HonAhmedHussen: Nous nous assurons que les familles canadiennes, qui ont été touchées par la pandémie de COVID-19, reçoivent le soutien…",140,2020-05-28 22:12:29,Twitter for iPhone,0,30,JustinTrudeau,1266130250234200065
"We all have the same goal right now: ending this pandemic. And we know that ramping up the development and distribution of vaccines, testing, and treatment is the way to do it. That’s why we’re stepping up and supporting #GlobalGoalUnite in the fight against COVID-19. https://t.co/vss7R8a3IT",292,2020-05-28 21:04:03,Twitter for iPhone,1516,311,JustinTrudeau,1266113025544785923
"En ce moment, on a tous le même but : mettre fin à la pandémie. Et on va y arriver en accélérant l’élaboration et la distribution de vaccins, le dépistage et le traitement. C’est pourquoi on répond à l’appel en appuyant cette campagne contre la COVID-19. #GlobalGoalUnite https://t.co/pOFV6eIRrB",295,2020-05-28 21:03:56,Twitter for iPhone,229,44,JustinTrudeau,1266112997795278849
"RT @UN: The world must unite to overcome #COVID19. 

See how world leaders came together to pledge their commitments to rebuilding societie…",140,2020-05-28 20:25:06,Twitter for iPhone,0,163,JustinTrudeau,1266103226568450048
"The only way the global economy can recover, and the only way our own economy can bounce back, is by doing this work together. So that’s what we’ll do - and we’ll report back with concrete proposals to the world’s economic challenges by mid-July. There’s no time to lose.",271,2020-05-28 19:30:50,Twitter for iPhone,1174,131,JustinTrudeau,1266089567775526914
"There’s no doubt this work is necessary for small island states and developing countries - but it’s important for Canada too. Because across our country, jobs and businesses depend on the health and stability of economies around the world.",239,2020-05-28 19:30:50,Twitter for iPhone,1040,106,JustinTrudeau,1266089566454366209
"That’s why @AntonioGuterres, @AndrewHolnessJM, and I cohosted a virtual meeting today with leaders and organizations from around the world. We heard about current economic challenges, ideas for moving forward, and what more we can all do to help those who need it most.",269,2020-05-28 19:30:49,Twitter for iPhone,363,46,JustinTrudeau,1266089561953832961
"All countries are being tested by the COVID-19 pandemic. Lives and livelihoods everywhere are being threatened by the virus and its impacts. In order to successfully rebuild our economies, we need to work together - and we need to think outside the box.",253,2020-05-28 19:30:48,Twitter for iPhone,5688,765,JustinTrudeau,1266089558569082882
"Pour permettre à l’économie mondiale de se rétablir et pour relancer notre économie, on doit collaborer. Alors, c’est ce qu’on va faire. Et nous reviendrons avec des propositions concrètes face aux enjeux économiques mondiaux d’ici la mi-juillet. On n’a pas de temps à perdre!",276,2020-05-28 19:30:36,Twitter for iPhone,119,17,JustinTrudeau,1266089509210423298
"Ce travail est évidemment essentiel pour les petits États insulaires et les pays en développement, mais il est aussi important pour le Canada. Parce que partout au pays, les emplois et les entreprises dépendent de la santé et de la stabilité des économies du monde entier.",272,2020-05-28 19:30:36,Twitter for iPhone,116,18,JustinTrudeau,1266089507952250881
"Ce matin, @AntonioGuterres, @AndrewHolnessJM et moi avons tenu une réunion virtuelle avec des dirigeants et organismes du monde entier. On a parlé des défis économiques actuels, d’idées sur la voie à suivre et d’autres mesures à prendre pour aider ceux qui en ont le plus besoin.",279,2020-05-28 19:30:35,Twitter for iPhone,24,4,JustinTrudeau,1266089506039627776
"La pandémie de COVID-19 est une épreuve pour tous les pays. Partout, la vie et le gagne-pain des gens sont menacés par le virus et tout ce qu’il entraîne. Pour rebâtir nos économies, nous devons absolument collaborer et sortir des sentiers battus.",247,2020-05-28 19:30:34,Twitter for iPhone,301,44,JustinTrudeau,1266089499479719937
"RT @CanadianPM: Watch live: Prime Minister Justin Trudeau participates in a joint press conference with the Secretary-General of the UN, @A…",140,2020-05-28 18:38:49,Twitter for iPhone,0,144,JustinTrudeau,1266076475633143816
"RT @PMcanadien: En direct: le premier ministre Justin Trudeau tient une conférence de presse avec le secrétaire général des Nations Unies,…",139,2020-05-28 18:38:46,Twitter for iPhone,0,86,JustinTrudeau,1266076463092170752
"RT @antonioguterres: #COVID19 is a global crisis, and it’s up to all of us to solve it.

We must build sustainable solutions that enable us…",140,2020-05-28 16:29:41,Twitter for iPhone,0,878,JustinTrudeau,1266043982171254787
"For more information on this virtual meeting with world leaders and international organizations, focused on addressing economic challenges and sustainability, click here: https://t.co/PiBRRstV7l",194,2020-05-28 13:02:47,Twitter for iPhone,295,61,JustinTrudeau,1265991912739213312
"Pour plus de détails sur cette réunion virtuelle avec des dirigeants mondiaux et des organisations internationales qui abordera les défis économiques et le développement durable, cliquez ici : https://t.co/2oxryLMWu3",216,2020-05-28 13:02:44,Twitter for iPhone,95,15,JustinTrudeau,1265991898021404678
"We’re in a global health, economic, and social crisis. The best way to help our people and economies rebound is to work together. That’s why @AntonioGuterres, @AndrewHolnessJM, and I are hosting a meeting with leaders from around the world. Watch it live: https://t.co/phv92Fg1Q8",279,2020-05-28 12:16:59,Twitter for iPhone,1413,338,JustinTrudeau,1265980384153604096
"On est dans une crise qui touche autant notre santé, nos économies et nos sociétés. La meilleure façon de rebondir est de travailler ensemble. @AntonioGuterres, @AndrewHolnessJM, et moi organisons une rencontre avec des dirigeants du monde entier : https://t.co/phv92Fg1Q8",272,2020-05-28 12:16:55,Twitter for iPhone,274,55,JustinTrudeau,1265980368227897344
RT @GovCanHealth: It can be really hard for kids to understand why they have to #stayhome and practice #physicaldistancing during #COVID19.…,140,2020-05-28 01:33:09,Twitter for iPhone,0,138,JustinTrudeau,1265818360681463808
RT @GouvCanSante: Les enfants peuvent avoir beaucoup de difficulté à comprendre pourquoi ils doivent respecter des consignes comme #restezc…,140,2020-05-28 01:33:01,Twitter for iPhone,0,45,JustinTrudeau,1265818325508030465
"COVID-19 is still a serious health threat. Keep two metres apart from others, wash your hands, and never leave home if you think you may be sick. And if you’re someplace where physical distancing isn’t possible, wear a non-medical mask - here’s more info: https://t.co/2nGym9U2kV",279,2020-05-28 01:05:35,Twitter for iPhone,7005,1461,JustinTrudeau,1265811424879747074
"La COVID-19 reste une grave menace. Gardez deux mètres des autres, lavez-vous les mains et ne quittez pas la maison si vous pensez être malade. Et si vous êtes dans un endroit où la distanciation physique n’est pas possible, portez un masque non-médical : https://t.co/GHZzRUMuj9",279,2020-05-28 01:05:31,Twitter for iPhone,377,83,JustinTrudeau,1265811406844301315
"RT @CanadianPM: If you are located in Atlantic Canada, BC, Alberta or Quebec, and are eligible for the Canada Emergency Commercial Rent Ass…",140,2020-05-28 00:23:23,Twitter for iPhone,0,89,JustinTrudeau,1265800801378873344
"RT @PMcanadien: Si vous êtes situé dans les provinces de l’Atlantique, en C.-B., en Alberta ou au Québec, et êtes éligible à l’Aide d’urgen…",140,2020-05-28 00:23:19,Twitter for iPhone,0,25,JustinTrudeau,1265800786442891265
"RT @DLeBlancNB: Yesterday, I announced that our government will work alongside Microsoft and the Alliance for Securing Democracy to co-lead…",140,2020-05-27 23:50:08,Twitter for iPhone,0,44,JustinTrudeau,1265792435210387457
"RT @DLeBlancNB: Hier, j'ai annoncé que notre gouvernement travaillera aux côtés de Microsoft et de l’Alliance for Securing Democracy afin d…",140,2020-05-27 23:50:05,Twitter for iPhone,0,15,JustinTrudeau,1265792423399211015
I had a call with President @MoiseJovenel this morning about the COVID-19 situation and the need for international cooperation. He and I both look forward to discussing that more at the virtual event Canada’s hosting with the @UN and Jamaica tomorrow. https://t.co/eWYoslNw6Z,275,2020-05-27 21:43:51,Twitter for iPhone,603,90,JustinTrudeau,1265760654985748480
Je me suis entretenu avec le président @MoiseJovenel au sujet de la COVID-19 et de la nécessité d’une coopération internationale. On a hâte d’en discuter davantage lors de l’événement virtuel que le Canada organisera demain avec l’@ONU_fr et la Jamaïque. https://t.co/qSEhOU0Kfi,278,2020-05-27 21:43:44,Twitter for iPhone,184,26,JustinTrudeau,1265760623897595904
RT @CMHC_ca: The Canada Emergency Commercial Rent Assistance (#CECRA) program has been designed to help both commercial property owners and…,140,2020-05-27 21:20:26,Twitter for iPhone,0,49,JustinTrudeau,1265754762483564549
RT @SCHL_ca: L’Aide d’urgence du Canada pour le loyer commercial (#AUCLC) vise à soutenir les propriétaires d’immeubles et les petites entr…,140,2020-05-27 21:20:24,Twitter for iPhone,0,19,JustinTrudeau,1265754754375987202
RT @cathmckenna: Our government extended the Canada Emergency Wage Subsidy by 12 weeks in response to feedback from Canada's business commu…,140,2020-05-27 20:59:53,Twitter for iPhone,0,48,JustinTrudeau,1265749588360781826
RT @cathmckenna: Nous avons prolongé la Prestation canadienne d’urgence de 12 semaines à la suite des commentaires formulés par le milieu d…,140,2020-05-27 20:59:50,Twitter for iPhone,0,16,JustinTrudeau,1265749578986463234
"Are you between the ages of 15 and 30 and looking to put your skills to use? There are thousands of job opportunities available across the country right now, and more are being added - this is your chance! Take a look at the openings and apply today: https://t.co/uTjXneGWzS https://t.co/s34DzEQqZx",298,2020-05-27 20:02:18,Twitter for iPhone,1714,449,JustinTrudeau,1265735097405366274
"Vous avez entre 15 et 30 ans et souhaitez mettre vos compétences à l’œuvre? Des milliers d’offres d’emploi sont présentement disponibles dans tout le pays, et d’autres s’y ajouteront - c’est votre chance! Consultez les offres et postulez dès aujourd’hui : https://t.co/mrQxYAewiH https://t.co/wgMhNgwl5k",303,2020-05-27 20:02:06,Twitter for iPhone,185,40,JustinTrudeau,1265735049393168384
"We’re focused on making sure everyone has the support they need to pull through. And today, I’m giving an update on the work we’re doing to help business owners and workers across the country. Tune in now for the latest: https://t.co/6rAnhQ6R3y",244,2020-05-27 15:03:19,Twitter for iPhone,799,129,JustinTrudeau,1265659859145560064
"On travaille fort pour que tous reçoivent l’aide dont ils ont besoin pour s’en sortir. Aujourd’hui, je fais une nouvelle mise à jour de ce qu’on fait pour aider les propriétaires d’entreprise et les travailleurs au pays. Regardez ici : https://t.co/UlOt48w7Kn",259,2020-05-27 15:03:15,Twitter for iPhone,219,35,JustinTrudeau,1265659841122578433
"RT @CanadianPM: Are you located in Manitoba, Saskatchewan, Ontario or the Territories and eligible for the Canada Emergency Commercial Rent…",140,2020-05-27 14:09:35,Twitter for iPhone,0,73,JustinTrudeau,1265646336222932992
"RT @PMcanadien: Vous êtes situé au Manitoba, en Saskatchewan, en Ontario ou dans les Territoires, et êtes éligible à l’Aide d’urgence du Ca…",140,2020-05-27 14:09:32,Twitter for iPhone,0,21,JustinTrudeau,1265646320913731584
RT @HonAhmedHussen: Canadians are focused on making ends meet. That is why our Government continues to support families where they need it…,139,2020-05-27 01:13:56,Twitter for iPhone,0,89,JustinTrudeau,1265451134484971522
RT @HonAhmedHussen: Les Canadiens s'efforcent de joindre les deux bouts.  C'est pourquoi notre gouvernement continue de soutenir les famill…,140,2020-05-27 01:13:53,Twitter for iPhone,0,26,JustinTrudeau,1265451124028518402
"RT @AnitaOakville: As Canadians go back to work &amp; as the economy restarts, our strategy remains the same - to buy proactively in a highly c…",144,2020-05-27 00:45:56,Twitter for iPhone,0,59,JustinTrudeau,1265444090650517504
"RT @AnitaOakville: Alors que les Canadiens retournent au travail et que l'économie redémarre, notre stratégie reste la même : acheter de ma…",140,2020-05-27 00:45:52,Twitter for iPhone,0,18,JustinTrudeau,1265444071172190209
"If you’re looking for work right now, there are thousands of jobs available in our agri-food sector and more than 44,000 openings in essential services. To see how you can contribute to Canada’s response to COVID-19, check out the Job Bank here: https://t.co/3ODiMRfr38",269,2020-05-26 23:12:54,Twitter for iPhone,4425,1193,JustinTrudeau,1265420675394801664
"Si vous cherchez du travail en ce moment, il y a des milliers d’emplois offerts dans le secteur agroalimentaire et plus de 44 000 dans les services essentiels. Pour contribuer à la lutte contre la COVID-19, consultez le Guichet emplois ici : https://t.co/IinRjQ8EYT",265,2020-05-26 23:12:45,Twitter for iPhone,332,64,JustinTrudeau,1265420638199656448
"RT @WillAAmos: Today, our gov announced $9.2M to: 
💪 Enhance the Youth Employment and Skills Program
🧑‍🌾 Finance up to 700 new jobs for you…",140,2020-05-26 22:00:23,Twitter for iPhone,0,54,JustinTrudeau,1265402426900742144
"RT @WillAAmos: Ajd, notre gouv à annoncé $9,2M pour: 
💪Améliorer le Programme d'emploi et de compétences des jeunes
🧑‍🌾Financer jusqu'à 700…",140,2020-05-26 22:00:20,Twitter for iPhone,0,20,JustinTrudeau,1265402416423460868
"RT @mclaudebibeau: Helping #CdnAg businesses with their labour needs! 

Today's announcement gives up to 50% wage subsidy for agriculture a…",140,2020-05-26 21:47:02,Twitter for iPhone,0,79,JustinTrudeau,1265399067057807361
"RT @mclaudebibeau: Pour soutenir les employeurs des secteurs agricoles et agroalimentaires avec leurs besoins en main d'oeuvre, nous avons…",139,2020-05-26 21:46:58,Twitter for iPhone,0,26,JustinTrudeau,1265399049957642246
"We’ve also signed a new contract for 10,000 ventilators that are being produced through a partnership between Dr. Art McDonald, a Canadian Nobel Laureate, and @VexosTeam. Deliveries will begin this summer, bringing our order total of made-in-Canada ventilators to 40,000.",271,2020-05-26 20:16:35,Twitter for iPhone,647,88,JustinTrudeau,1265376303852773378
"Update on personal protective equipment: From masks to hospital gowns, we continue to ship items to front line workers. And to keep people safe and help slow the spread of COVID-19, we signed a contract with @GMCanada for @UniforTheUnion workers to produce 10 million face masks.",279,2020-05-26 20:16:34,Twitter for iPhone,1592,247,JustinTrudeau,1265376302141448192
"Nous avons aussi signé un contrat pour 10 000 respirateurs, qui seront fabriqués dans le cadre d’un partenariat entre un lauréat canadien d’un prix Nobel, Art McDonald, et @VexosTeam. Ils seront livrés cet été, ce qui portera à 40 000 notre commande de respirateurs faits au pays.",280,2020-05-26 20:16:31,Twitter for iPhone,131,12,JustinTrudeau,1265376286911991808
"Mise à jour sur l’équipement de protection : nous continuons de livrer des masques, blouses d’hôpital et autres articles aux travailleurs de première ligne. Nous avons signé un contrat avec @GMCanada pour que les travailleurs du @SyndicatUnifor produisent 10 millions de masques.",279,2020-05-26 20:16:30,Twitter for iPhone,211,21,JustinTrudeau,1265376284852604928
RT @NavdeepSBains: The health and safety of Canadians is our top priority. That’s why our Made In Canada Plan is focused on the areas that…,139,2020-05-26 18:36:52,Twitter for iPhone,0,54,JustinTrudeau,1265351210191781890
RT @NavdeepSBains: Notre plan Fait Au Canada est axé sur les domaines qui nécessitent des investissements urgents et la création de partena…,140,2020-05-26 18:36:48,Twitter for iPhone,0,18,JustinTrudeau,1265351194492440576
"So to advance concrete solutions and support people both at home and abroad, I am convening a virtual meeting with @AndrewHolnessJM and the @UN’s @AntonioGuterres this Thursday. Together with leaders from around the world, we will chart a path forward. https://t.co/PAerbHyQ30",276,2020-05-26 17:17:38,Twitter Web App,965,193,JustinTrudeau,1265331269459750913
"More than 300 million people globally will be out of work, and more than 30 million people will be pushed into extreme poverty, because of COVID-19. As a country where people’s jobs depend on economies around the world, and as Canadians, we must do all that we can to help out.",277,2020-05-26 17:17:37,Twitter Web App,6704,1031,JustinTrudeau,1265331266796298240
"Afin de trouver des solutions concrètes et d’aider les gens d’ici et d’ailleurs, je convoque une réunion virtuelle avec @AndrewHolnessJM et @AntonioGuterres de l’@ONU_fr ce jeudi. Avec des dirigeants du monde entier, on va paver la voie à suivre. https://t.co/K7X6yELt6E",270,2020-05-26 17:17:27,Twitter Web App,127,20,JustinTrudeau,1265331226677780486
"Dans le monde, il y aura plus de 300 millions de pertes d’emploi et plus de 30 millions de personnes qui vivront dans l’extrême pauvreté à cause de la COVID-19. Comme pays où les emplois dépendent des économies du monde entier, mais aussi comme Canadiens, on doit aider.",270,2020-05-26 17:17:27,Twitter Web App,342,49,JustinTrudeau,1265331225016840195
I’m giving an update on the steps we’re taking to keep you safe and make sure those on the front lines have the personal protective equipment they need. Watch live for the details: https://t.co/I2p2V9uQRl,204,2020-05-26 15:12:06,Twitter for iPhone,717,119,JustinTrudeau,1265299679060856837
Notre rendez-vous habituel se poursuit avec une nouvelle mise à jour de nos mesures pour assurer votre sécurité et faire en sorte que les travailleurs essentiels aient l’équipement de protection individuelle dont ils ont besoin. Regardez ici : https://t.co/Gx3JlGiwSk,267,2020-05-26 15:12:00,Twitter for iPhone,181,35,JustinTrudeau,1265299654515752960
"RT @CanadianPM: If you are located in Manitoba, Saskatchewan, Ontario or the Territories, and are eligible for the Canada Emergency Commerc…",140,2020-05-26 14:04:02,Twitter for iPhone,0,89,JustinTrudeau,1265282549292638208
"RT @PMcanadien: Si vous êtes situé au Manitoba, en Saskatchewan, en Ontario ou dans les Territoires, et que vous êtes éligible à l’Aide d’u…",140,2020-05-26 14:03:58,Twitter for iPhone,0,28,JustinTrudeau,1265282533794643969
"RT @NavdeepSBains: Over the next couple of weeks, I’ll be sharing some incredible stories of Canadian innovation. Compassion and innovative…",140,2020-05-26 01:24:28,Twitter for iPhone,0,86,JustinTrudeau,1265091398224580609
"RT @NavdeepSBains: Au cours des prochaines semaines, je partagerai des histoires incroyables d’innovation canadienne. Je veux souligner les…",140,2020-05-26 01:24:23,Twitter for iPhone,0,17,JustinTrudeau,1265091379262369794
"In a world that’s more connected than ever, global coordination against COVID-19 is important. That’s what I spoke about with Chancellor Angela Merkel on our call today. Read a summary here: https://t.co/I98EdKdYPQ",214,2020-05-25 23:05:12,Twitter for iPhone,1134,233,JustinTrudeau,1265056351945973762
"Dans un monde plus connecté que jamais, la coordination mondiale contre la COVID-19 est importante. J’en ai parlé avec la chancelière Angela Merkel lors de notre appel aujourd’hui. Lisez le résumé ici : https://t.co/yVyJ7trqLR",226,2020-05-25 23:05:04,Twitter for iPhone,224,34,JustinTrudeau,1265056318475382792
RT @CMHC_ca: Wondering if you qualify for the Canada Emergency Rent Assistance (#CECRA) for small businesses program? Our new Q+A can help…,139,2020-05-25 22:40:20,Twitter for iPhone,0,54,JustinTrudeau,1265050094639824896
RT @SCHL_ca: Vous souhaitez savoir si vous êtes admissible à l’Aide d’urgence du Canada pour le loyer commercial (#AUCLC) destinée aux peti…,140,2020-05-25 22:40:18,Twitter for iPhone,0,17,JustinTrudeau,1265050085374791681
"RT @FilomenaTassi: Your day to apply to #CECRA depends on your province or territory, and the number of tenants you have. If you are in Atl…",140,2020-05-25 22:17:08,Twitter for iPhone,0,24,JustinTrudeau,1265044256470839297
RT @FilomenaTassi: Le moment où vous devez faire une demande pour l’#AUCLC dépend de votre province ou territoire et du nombre de locataire…,140,2020-05-25 22:17:05,Twitter for iPhone,0,10,JustinTrudeau,1265044242029740032
I had a good call with @EmmanuelMacron again today - we updated each other on the progress we’re making in the fight against COVID-19 and agreed on the need for more international cooperation to fight the virus. https://t.co/GG9kP64mCn,235,2020-05-25 22:04:38,Twitter for iPhone,1586,245,JustinTrudeau,1265041111179038720
J’ai eu une autre bonne discussion avec @EmmanuelMacron aujourd’hui. Nous avons fait le point sur nos progrès face à la COVID-19 et nous sommes d’accord qu’il faut une plus grande coopération internationale pour lutter contre le virus. https://t.co/kbcqODCVpu,259,2020-05-25 22:04:17,Twitter for iPhone,272,51,JustinTrudeau,1265041023266443266
"RT @mary_ng: If you're a small business owner without access to tailored financial advice, you can call the new Business Resilience Service…",140,2020-05-25 21:37:40,Twitter for iPhone,0,110,JustinTrudeau,1265034324405096449
"RT @mary_ng: Si vous êtes un propriétaire de PME sans accès à des conseils financiers, vous pouvez appeler le nouveau Service d’aide à la r…",140,2020-05-25 21:37:39,Twitter for iPhone,0,21,JustinTrudeau,1265034317434097673
